vendor,ag_and_dead_market,ag_and_evo_market,h_ag_only,date_min,date_max
nogravity,0,0,1,2014-01-09,2015-07-07
noogz,0,0,1,2015-01-24,2015-07-07
noquarter,1,1,0,2014-04-06,2014-10-29
norcoking492,0,1,0,2015-01-08,2015-05-13
norcoking776,0,0,1,2015-01-08,2015-01-15
nordicshrooms,1,1,0,2014-02-23,2015-07-07
noreaster,1,0,0,2014-04-26,2014-08-14
norman,0,0,1,2014-08-14,2014-09-22
northeast,0,0,1,2015-06-30,2015-07-07
northernconnection,1,0,0,2014-08-14,2014-09-22
northwest_nuggets,1,0,0,2014-04-06,2015-07-07
northwestharvest,0,0,1,2015-06-04,2015-07-07
northwestproducts,0,0,1,2015-01-16,2015-02-11
norton,0,0,1,2014-10-25,2014-11-15
norwegiancom,1,1,0,2014-08-03,2015-07-07
nostifeb,0,0,1,2014-12-20,2014-12-23
nostress,0,1,0,2014-02-28,2015-07-07
notmethinaround,0,0,1,2014-06-01,2014-06-01
notoseller,1,1,0,2014-04-06,2015-07-07
notthepoppa,0,1,0,2015-02-09,2015-07-07
noumena,0,0,1,2015-06-04,2015-07-07
nouveauest,1,1,0,2014-08-03,2014-11-15
novaspeed,0,0,1,2014-05-16,2015-07-07
nowornever2015,0,1,0,2015-02-13,2015-04-27
nph,0,0,1,2014-04-26,2014-06-01
nswgreat,1,1,0,2014-12-06,2015-03-19
nursejackie,0,0,1,2015-04-10,2015-04-12
nw-frosties,0,0,1,2015-07-07,2015-07-07
nw-nugz,1,1,0,2014-04-26,2015-07-07
nw.direct,0,0,1,2014-04-06,2015-03-15
nwcannabis,0,0,1,2015-03-22,2015-07-07
nwconcentrates,0,1,0,2015-03-22,2015-07-07
nwroots,0,0,1,2015-02-02,2015-04-12
nxtlevel,0,1,0,2015-03-13,2015-07-07
nzt48givesyouwings,1,0,0,2014-11-07,2015-07-07
o.c.group,0,0,1,2015-02-16,2015-04-12
oao,0,0,1,2014-02-28,2014-12-06
oase,0,1,0,2014-12-03,2015-07-07
oatmeal~wookiee,1,0,0,2014-08-03,2014-12-10
obscured_bikes,0,0,1,2014-12-01,2014-12-10
octogram,0,0,1,2014-02-28,2014-03-06
odious,0,0,1,2014-08-03,2014-09-05
ogamiito40,0,0,1,2014-02-23,2014-10-31
ogbryan,1,1,0,2014-02-23,2015-07-07
oikos,0,0,1,2014-08-03,2015-07-07
oisg,0,0,1,2014-09-22,2015-05-06
oldred,0,0,1,2015-06-04,2015-06-30
oliver201,0,1,0,2014-04-26,2015-07-07
omegapharma,0,1,0,2014-08-03,2014-09-22
omnimodo-facturus,1,0,0,2014-02-23,2014-10-31
omnix,1,1,0,2014-08-14,2015-04-12
omooq,0,1,0,2014-02-23,2015-07-07
onaxking,0,0,1,2015-02-11,2015-05-10
ondapip,0,0,1,2014-08-03,2015-01-01
onefamilyonelove,0,0,1,2014-09-22,2014-09-22
oneking,0,1,0,2014-09-22,2015-07-07
onelove321,1,1,0,2014-04-06,2015-01-08
onepiece,0,0,1,2015-01-24,2015-07-07
onestopuk,0,1,0,2015-01-08,2015-04-27
only,1,1,0,2014-04-06,2015-07-07
only-dmt-fromtj,0,0,1,2015-06-26,2015-07-07
onlyretail,0,1,0,2015-03-29,2015-07-07
onyx64,0,1,0,2014-04-26,2015-07-07
opensource,0,1,0,2014-01-09,2015-06-30
operator_1,0,1,0,2015-04-03,2015-05-13
opiateconnect,0,0,1,2014-08-03,2015-07-07
opiated,1,0,0,2014-04-06,2014-09-22
opiatexperts,0,0,1,2015-02-02,2015-02-17
opioid5,1,0,0,2014-09-05,2014-10-31
opioidgod,0,1,0,2014-08-03,2014-09-22
opioidgodii,0,0,1,2015-05-04,2015-06-26
opiophile,0,0,1,2014-03-03,2014-03-06
optiman,1,1,0,2014-08-03,2015-07-07
optimum_cannabinoid,1,0,0,2014-02-24,2015-02-13
optumis,0,0,1,2014-10-25,2015-07-07
orangehill,0,1,0,2014-12-01,2015-01-21
orangeinc,1,1,0,2014-05-24,2015-01-28
orderofthephoenix,0,0,1,2014-04-06,2014-06-01
oregongrown,0,0,1,2015-04-25,2015-07-07
oregontrail,0,0,1,2014-12-01,2015-07-07
organicbudz,0,1,0,2014-11-15,2015-05-13
organismen,0,1,0,2014-11-15,2015-02-02
organix2,1,1,0,2014-01-09,2015-07-07
original_smileawhile,0,0,1,2015-06-04,2015-07-07
oscillo66,0,0,1,2014-05-24,2015-05-13
outback11,0,0,1,2014-10-25,2014-10-25
overdos3d,1,1,0,2015-03-29,2015-07-07
overmind,0,0,1,2015-06-30,2015-06-30
owlcity,0,0,1,2014-12-28,2015-07-07
owsley_stanley,0,1,0,2014-05-16,2015-03-03
oxyking,0,0,1,2014-10-29,2015-05-13
oxymorphoneveryone,0,0,1,2015-04-12,2015-04-27
oxyuk,0,0,1,2014-05-16,2014-06-01
oxywave,0,0,1,2014-02-28,2015-07-07
oxy~rx,1,1,0,2014-05-16,2015-07-07
oz-store,0,1,0,2014-09-22,2015-07-07
oz-team,0,0,1,2014-04-26,2015-07-07
ozagrade,0,0,1,2015-03-22,2015-07-07
ozalpha,1,1,0,2014-02-24,2015-07-07
ozboss,0,1,0,2014-04-26,2015-05-13
ozchronic,0,1,0,2014-10-25,2015-07-07
ozconnection,1,1,0,2014-05-16,2015-07-07
ozcron,1,1,0,2014-03-06,2014-10-31
ozdeals,1,1,0,2014-08-14,2015-06-26
ozdrugs,1,0,0,2014-08-03,2015-07-07
ozdrugsinc,0,0,1,2014-03-06,2014-03-06
ozexpress,0,1,0,2014-03-03,2015-07-07
ozgreen,0,0,1,2015-04-10,2015-07-07
ozgrow,1,1,0,2014-02-05,2015-02-09
ozguns,0,0,1,2014-04-06,2014-04-26
ozjuice,0,1,0,2014-11-15,2015-07-07
ozmarket,0,0,1,2014-01-26,2015-07-07
ozmetics,1,1,0,2014-11-15,2015-02-11
ozonearmor,0,0,1,2015-04-10,2015-06-30
ozrort,0,0,1,2015-03-29,2015-03-30
ozvegas,0,1,0,2014-12-01,2014-12-01
ozymandiaspharma,1,1,0,2014-12-23,2015-03-03
ozzyexpress,0,0,1,2015-06-04,2015-06-11
p3nd8s,1,1,0,2014-02-02,2015-07-07
p3z,0,0,1,2014-02-23,2014-10-31
pablo-ijscobar,0,1,0,2014-12-10,2015-07-07
pacificpremium,0,1,0,2014-02-23,2015-06-04
packstation24,0,1,0,2014-09-22,2014-10-31
pacman4000,0,0,1,2015-04-25,2015-05-13
painfree,0,0,1,2014-04-06,2015-04-12
painkillerjane,0,0,1,2014-11-06,2014-11-07
panacea,1,0,0,2014-08-03,2015-03-22
pandadirect,1,0,0,2015-01-21,2015-01-28
pandatime,0,0,1,2014-02-23,2014-04-06
panino,0,1,0,2014-02-23,2014-05-16
panoramix,1,1,0,2014-12-23,2015-07-07
pantherpower,0,0,1,2015-06-26,2015-06-30
papillon,0,0,1,2014-05-16,2014-08-14
parisinlove,0,0,1,2014-08-27,2014-10-31
parrotfish,0,1,0,2014-01-09,2015-07-04
party-a-lert,0,0,1,2014-11-07,2014-11-15
partydrugz4you,0,1,0,2015-03-22,2015-07-07
partyflocknl,0,1,0,2015-05-04,2015-07-07
passagesmalibu,0,0,1,2014-02-23,2014-02-23
passman,1,1,0,2014-01-09,2015-07-07
passport_connection,0,0,1,2014-02-23,2015-07-07
pastperfect,1,1,0,2014-05-16,2015-07-07
paulsimon,0,1,0,2015-06-04,2015-07-07
paypaltransfer,0,0,1,2015-06-26,2015-06-30
pcubesensei,1,0,0,2014-11-15,2015-07-07
pdxblack,1,1,0,2014-01-09,2015-01-28
peaceandpot,0,1,0,2014-01-09,2015-07-07
peaceful,1,1,0,2014-04-26,2015-07-07
peakquality,0,0,1,2014-08-03,2014-10-31
peddler,0,0,1,2014-08-03,2015-07-07
pedlar,0,0,1,2014-05-24,2015-07-07
pegasusbuisiness,0,0,1,2014-04-06,2014-05-16
pep-and-pills,0,0,1,2015-03-29,2015-07-07
percmarket,0,0,1,2015-04-25,2015-07-07
perfectfix,0,0,1,2015-07-04,2015-07-07
perfectscans,1,1,0,2014-01-09,2015-06-30
performance1,0,0,1,2014-09-05,2014-09-22
permagrin,0,0,1,2014-01-16,2015-07-07
perron,1,1,0,2014-09-05,2015-04-02
persephone,0,1,0,2014-11-15,2015-02-13
persianrugsuk,1,1,0,2014-01-09,2014-10-31
petch,0,1,0,2014-04-06,2015-07-07
peter_dinklage,0,0,1,2015-06-11,2015-07-07
peterlustig,0,0,1,2014-02-23,2014-12-15
peterpan1234,0,0,1,2014-08-27,2015-07-07
peterpan3,0,0,1,2015-01-08,2015-05-13
pflegerin,1,1,0,2014-01-16,2015-07-07
phantasia,0,0,1,2015-06-26,2015-07-07
pharm2u,0,0,1,2015-01-08,2015-07-07
pharma-deal,0,1,0,2015-03-29,2015-07-07
pharma.jack,1,0,0,2014-02-23,2014-12-15
pharma_fresh,0,0,1,2014-12-23,2015-04-27
pharmacare,1,1,0,2014-01-09,2014-09-22
pharmacy,1,0,0,2014-02-28,2014-10-31
pharmacy_land,0,1,0,2014-05-16,2014-12-20
pharmacyking,0,0,1,2014-08-27,2015-06-26
pharmacynorway,0,0,1,2014-12-01,2015-07-07
pharmacypowder,1,0,0,2014-02-28,2014-04-06
pharmacyx,1,0,0,2014-02-24,2015-07-07
pharmak1ng,0,0,1,2015-02-16,2015-07-07
pharmaphil,0,1,0,2014-12-15,2015-07-07
pharmasea,0,0,1,2015-01-26,2015-04-12
pharmasuiticals,0,0,1,2014-05-16,2014-08-14
pharmasupplies,0,0,1,2014-02-23,2014-02-24
pharmer,0,0,1,2014-04-06,2014-04-26
pharmerjo,1,0,0,2014-04-06,2015-07-07
pharmsales,0,0,1,2014-04-26,2015-06-26
philcoke,0,0,1,2014-04-06,2014-11-07
phishcollective,0,0,1,2015-04-07,2015-04-12
phoebes-touch,0,1,0,2014-11-06,2014-11-15
phoenix_uk,0,0,1,2014-08-03,2015-06-11
phoenixrises74,0,0,1,2014-10-29,2014-12-24
phunnypharm,0,0,1,2014-03-03,2014-10-31
pickyouup,0,0,1,2014-04-26,2014-06-01
pikaz,0,0,1,2015-04-03,2015-04-12
pill-city,0,0,1,2014-04-06,2015-02-16
pill_innovation,0,0,1,2014-05-24,2015-01-15
pillcompany,0,1,0,2014-02-28,2014-10-25
pillfirepharmacy,1,1,0,2014-02-23,2014-08-14
pillsanddrugs,1,1,0,2014-05-24,2015-01-08
pillspillspills,0,0,1,2014-04-06,2014-06-01
pillsrus,0,0,1,2014-04-06,2015-03-03
pimpdaddydelux,0,0,1,2014-10-25,2015-02-17
pimpit,1,1,0,2014-01-09,2015-06-04
pinacle,0,0,1,2014-05-16,2015-01-16
pinky,0,0,1,2014-01-09,2014-06-01
pinocchio,0,0,1,2014-02-23,2014-05-16
pkhydro,0,0,1,2014-08-03,2015-07-07
planetarium,0,0,1,2014-10-25,2015-03-29
plantshop,0,0,1,2015-06-04,2015-07-07
plantsuccess,0,0,1,2015-06-30,2015-07-07
plastica,0,1,0,2015-04-03,2015-07-07
platinumstandard,0,1,0,2014-02-23,2014-12-03
pleasurenator,0,0,1,2014-04-06,2015-04-07
pleatherette,0,0,1,2014-11-06,2015-06-26
pleiadian,0,0,1,2014-08-03,2014-09-22
plugsister,0,0,1,2015-04-10,2015-06-26
plumsauce,0,1,0,2015-03-22,2015-04-12
plunderdownunder,0,1,0,2014-05-24,2014-08-03
plunderdownunder,0,1,0,2015-02-24,2015-06-04
plutopete,1,1,0,2014-12-01,2015-07-07
polira,0,1,0,2014-05-24,2015-03-22
popcornking10,0,0,1,2015-01-16,2015-06-04
port-royal,0,0,1,2015-07-04,2015-07-07
postman-pot,0,0,1,2014-10-25,2015-04-12
praceiptium,0,0,1,2014-08-03,2014-10-31
praetorian,1,0,0,2014-01-26,2015-06-30
precurs-shop,0,1,0,2015-04-07,2015-06-04
precursor-sultan,1,1,0,2015-06-15,2015-06-30
premium_buds,0,0,1,2014-01-16,2014-10-31
premiumgear,0,1,0,2014-04-06,2015-07-07
premiumimport,0,0,1,2014-12-23,2015-02-17
premiumspores,0,0,1,2015-02-17,2015-06-26
prescriptionpharmacyeu,0,0,1,2015-02-26,2015-06-15
president_business,0,0,1,2015-06-04,2015-06-11
prestige,1,0,0,2014-03-06,2014-06-01
prestige_worldwide,0,0,1,2014-02-23,2015-01-28
preview-of-freedom,0,0,1,2014-08-03,2015-07-07
prime_cuts,0,0,1,2014-08-27,2014-09-05
primedeals!,0,0,1,2014-04-06,2014-04-06
printerpam,0,1,0,2015-03-22,2015-07-07
privatehighclub,0,0,1,2015-05-06,2015-05-13
proamfetamine,0,1,0,2014-02-23,2014-08-14
products4you,0,0,1,2014-01-09,2015-01-16
profesorgreen,0,0,1,2014-09-05,2014-10-29
profesorhouse,1,1,0,2014-10-29,2014-12-30
professorplastic,0,0,1,2015-06-04,2015-07-07
profweed,0,0,1,2015-06-04,2015-07-07
progear,0,1,0,2014-10-25,2015-07-07
project4,1,0,0,2014-12-01,2015-07-07
project_mayhem,0,0,1,2014-10-25,2015-07-07
projecthustle,0,0,1,2015-07-04,2015-07-07
promoline2,0,0,1,2015-06-15,2015-07-07
properpacks,0,0,1,2014-02-02,2015-05-13
prostudioetlabore,0,0,1,2014-03-03,2015-06-30
protection,0,0,1,2015-01-24,2015-01-28
prowler,0,0,1,2015-06-15,2015-06-15
proxycat9,0,0,1,2015-03-10,2015-05-13
proxyking,0,0,1,2014-10-25,2014-12-15
psilode,0,0,1,2014-01-09,2014-02-05
psilomanufacture,1,1,0,2014-08-03,2015-07-07
psychedelian,0,1,0,2014-09-22,2015-07-07
psychnorway,0,0,1,2015-03-29,2015-07-07
psycho_gear,0,0,1,2014-04-06,2015-05-13
psychotropix,0,1,0,2014-08-27,2015-07-07
psyclerdude,1,1,0,2014-11-06,2014-11-06
psymama,0,1,0,2015-03-15,2015-06-30
psyshop,0,1,0,2014-11-15,2015-06-30
psystorm,1,1,0,2015-03-13,2015-07-07
psystuff,0,0,1,2015-01-24,2015-02-13
puffaddy,0,0,1,2014-04-06,2015-05-13
puffinbilly,1,1,0,2014-11-15,2015-07-07
punchbear,0,0,1,2015-03-22,2015-04-25
pureanduncut,0,1,0,2014-09-22,2015-03-03
purebase,0,1,0,2014-08-03,2015-02-17
pureblonde123,0,0,1,2014-04-26,2014-04-26
puredreams,0,0,1,2014-02-23,2014-10-31
puredrugs,1,0,0,2014-01-26,2014-08-03
purefiremeds,0,1,0,2014-01-16,2014-09-22
pureforsure,0,1,0,2014-09-22,2015-07-07
pureheaven,1,1,0,2014-01-09,2015-04-07
pureheaven-agora,0,0,1,2014-10-25,2014-12-28
purinadogfoodco.,0,0,1,2014-12-06,2015-01-01
purista,0,0,1,2014-02-23,2015-03-30
puritystandard,1,1,0,2014-01-09,2015-02-09
purplechemists,0,1,0,2014-08-03,2015-01-16
purplemoneyinc,0,0,1,2014-08-03,2014-09-22
purplemoon,0,1,0,2014-11-15,2015-04-27
purposechem,0,0,1,2015-06-15,2015-07-07
pushingpills,0,0,1,2014-08-14,2015-05-13
qantas,0,0,1,2015-07-04,2015-07-07
qoh,0,0,1,2014-09-22,2015-02-16
qp-master,0,1,0,2014-08-14,2014-11-15
quade,1,1,0,2014-05-16,2014-11-07
quality_plus,0,0,1,2015-06-30,2015-07-07
qualitycircle,0,0,1,2014-08-14,2014-08-14
qualitycontroll,0,0,1,2015-06-04,2015-06-30
qualitydrugs,1,0,0,2015-04-27,2015-07-07
qualityhydrobuds,0,1,0,2014-04-06,2015-07-07
qualitymedicine,0,1,0,2014-02-23,2014-09-22
qualityrx,0,0,1,2015-03-29,2015-07-07
qualityuk,1,0,0,2014-01-16,2014-03-06
qualityweed,1,1,0,2014-03-03,2015-07-07
qualitywhite,0,0,1,2015-03-13,2015-07-07
quantik,1,1,0,2014-04-06,2015-07-07
quantum.black.widow,0,0,1,2014-02-28,2015-05-13
quasidopo,0,0,1,2014-04-06,2014-05-16
quasigeek,0,0,1,2014-01-26,2014-02-05
queengreen,0,0,1,2015-06-04,2015-06-20
quickfix,1,1,0,2014-05-24,2014-08-14
quicklick,0,0,1,2015-02-09,2015-07-07
quicknick,0,0,1,2014-05-16,2015-06-30
quickpharm,0,0,1,2015-07-04,2015-07-07
quickymart,0,0,1,2014-02-28,2014-03-03
quikconnect,0,1,0,2014-02-23,2015-07-07
quixotic,0,0,1,2014-02-28,2015-03-22
r.i.p.,0,0,1,2014-04-06,2014-06-01
rabbithole,0,1,0,2014-02-23,2015-07-07
rabidneurosis,0,0,1,2014-02-02,2014-06-01
rad,0,0,1,2014-02-02,2014-05-16
radicalrx,0,0,1,2015-01-08,2015-07-07
rage66666,1,1,0,2014-08-03,2015-07-07
ragnarlodbrok,1,1,0,2014-05-16,2015-02-01
railyourmail,0,1,0,2014-11-15,2015-07-07
rainbowbear,1,1,0,2014-04-26,2015-07-07
raisingthebar,0,1,0,2014-10-29,2014-12-23
rambe,0,1,0,2014-04-26,2015-07-07
randy,0,1,0,2014-04-26,2014-06-01
rang,0,0,1,2015-04-25,2015-07-07
rapidisimo,1,1,0,2014-02-23,2014-06-01
rastainpeace,1,0,0,2014-08-03,2015-01-28
rastaknight,0,0,1,2015-04-10,2015-07-07
ratiopharm,0,0,1,2015-06-26,2015-07-07
raulgallardo,0,0,1,2014-02-23,2014-10-31
rave-king,0,0,1,2015-03-22,2015-06-15
rave2dagrave,0,0,1,2014-12-23,2015-07-07
ravecandy,0,0,1,2014-08-03,2014-10-31
raverchick,0,0,1,2014-08-03,2014-08-14
rawpower,0,0,1,2014-08-03,2014-11-15
rayray26,0,0,1,2015-01-01,2015-06-26
rays_of_fun,0,0,1,2014-03-06,2014-03-06
rbd2abc,0,0,1,2015-06-20,2015-07-07
rc4everyone,0,1,0,2014-01-26,2014-10-31
rc4me,1,1,0,2014-08-03,2015-06-30
rcs4you,0,1,0,2014-08-14,2015-03-30
rcsupplierag,0,0,1,2014-10-25,2015-01-01
re1oad,1,0,0,2014-02-23,2015-07-07
readysetgo,0,1,0,2014-04-06,2014-05-24
realaidoneus,0,0,1,2014-04-06,2015-06-11
realcaliking,0,0,1,2014-10-25,2015-01-16
realdeal,0,0,1,2014-02-23,2015-07-07
realdealuk,0,0,1,2014-01-26,2014-01-26
realdope,0,1,0,2014-08-03,2015-05-13
realicemancz,0,0,1,2014-08-03,2014-10-31
reallytired,0,0,1,2014-08-03,2015-07-07
realmarlostanfield,0,0,1,2014-02-23,2014-10-31
realpassagesmalibu,0,0,1,2014-03-03,2014-03-06
realrx,1,1,0,2014-04-06,2015-07-07
realsupremesmoke,0,0,1,2014-05-16,2015-07-07
rebel_alliance,1,1,0,2014-02-23,2015-07-07
rechardsport,0,1,0,2015-02-01,2015-07-07
recoil,0,0,1,2014-08-27,2015-06-11
reconnoiterconscious,1,0,0,2014-01-16,2014-11-15
redbird,0,0,1,2015-06-15,2015-06-20
redbull,0,0,1,2014-01-09,2015-02-01
redeye,0,1,0,2015-01-15,2015-07-07
rednight,1,1,0,2014-02-23,2015-07-07
redstore,0,1,0,2015-01-24,2015-05-13
reefer,0,0,1,2015-06-15,2015-07-07
refreshyourself,0,1,0,2014-01-09,2014-08-03
regalbudsuk,0,0,1,2014-10-29,2015-04-12
rel0ad,0,1,0,2014-05-16,2014-12-03
remedyplus,0,1,0,2015-04-03,2015-07-07
remoutlet,1,0,0,2014-05-24,2014-09-22
renegade,0,0,1,2014-02-28,2015-04-02
repaaa,1,1,0,2014-01-09,2015-07-07
replicator,0,0,1,2014-04-26,2014-10-31
republic,1,1,0,2014-06-01,2015-07-07
research_chemist_inc,1,0,0,2014-02-23,2014-03-06
retailpharma,0,1,0,2014-06-01,2015-06-26
revenantchild,1,1,0,2014-09-22,2015-07-07
revenge,0,0,1,2014-08-03,2014-08-03
reverend_green,0,0,1,2014-09-22,2015-03-19
revivalry,0,0,1,2014-02-23,2014-03-06
rexblack,0,0,1,2014-02-28,2014-10-31
reximusmaximus,0,1,0,2014-11-15,2015-06-26
rhastaman,0,1,0,2014-11-15,2014-12-06
rhizo,1,0,0,2014-11-06,2014-12-20
richard_kuklinski,1,0,0,2014-08-03,2015-06-20
richard_nixon,0,0,1,2014-03-03,2015-03-10
richardsherman,0,0,1,2014-03-03,2014-04-06
richdadpoordad,0,0,1,2014-02-23,2015-06-20
richierich,0,0,1,2014-02-28,2014-12-15
richporter,0,0,1,2014-02-28,2015-07-07
righteous,1,1,0,2014-01-16,2015-07-07
ringodeathstarr,0,0,1,2014-02-23,2015-07-07
ripefreefly,0,0,1,2014-02-23,2015-03-07
risingsun,0,0,1,2014-10-31,2014-11-06
ritex,0,1,0,2014-01-09,2014-06-01
rivendellorganics,0,0,1,2015-01-08,2015-04-12
road_runner,1,0,0,2014-02-24,2014-06-01
rocketchem,0,1,0,2015-02-26,2015-07-07
rocketchem,0,1,0,2015-01-24,2015-02-24
rocketship,0,0,1,2014-08-03,2015-07-07
rocky-shardy,0,1,0,2015-02-17,2015-04-12
rockyroad14,0,0,1,2014-04-26,2014-10-31
rockyroad88,0,1,0,2014-08-03,2014-11-06
rogerrocket,0,0,1,2015-03-03,2015-04-12
rogersmith,0,0,1,2014-04-26,2014-09-22
roll_on,1,1,0,2014-08-27,2014-12-15
rollie,0,0,1,2015-06-15,2015-07-07
rollingstoned,0,1,0,2015-03-19,2015-07-07
ronaldreagon,0,1,0,2014-08-14,2015-02-09
ronin2015,0,0,1,2015-06-26,2015-07-07
rook,0,1,0,2014-01-09,2015-02-24
rosalie,0,0,1,2015-05-04,2015-07-07
rosesgarden,1,1,0,2014-02-28,2015-07-04
rothschild,0,0,1,2014-10-29,2014-12-20
router,0,0,1,2014-12-06,2015-03-15
rox-anne-white,0,0,1,2015-06-04,2015-06-26
roxtar,0,0,1,2015-02-09,2015-07-07
royalflush,0,0,1,2014-02-23,2014-03-03
rpfan,0,0,1,2014-10-25,2014-11-07
rtbarms,0,0,1,2014-02-05,2014-11-07
ru18yet,0,0,1,2015-01-08,2015-07-07
rubben,0,0,1,2014-04-06,2014-06-01
rubnout,1,0,0,2014-10-25,2014-10-31
rubymoonlight,0,1,0,2014-09-22,2014-12-20
rumpelstiltskin,1,1,0,2014-01-09,2014-09-22
rumpelstilzzen,0,1,0,2014-12-24,2015-07-07
ruufes,0,0,1,2014-10-25,2015-04-27
rx4cheap,0,0,1,2014-08-03,2015-02-11
rxchemist,0,1,0,2014-06-01,2015-07-07
rxman,1,1,0,2014-03-06,2015-07-07
sacdirtycrew,0,0,1,2015-03-03,2015-07-07
safecoin,0,0,1,2014-08-03,2015-07-07
safelygraze,0,0,1,2014-12-01,2015-03-22
safeshop,0,0,1,2014-03-03,2014-06-01
safetybets,0,1,0,2015-03-22,2015-05-13
safeway,1,1,0,2015-01-08,2015-02-28
safeway2buy,0,0,1,2014-08-14,2014-09-05
sageofsixpaths,0,0,1,2014-08-03,2014-09-05
sagreat,1,1,0,2014-11-15,2015-07-07
saigon,0,1,0,2015-06-04,2015-06-15
saint_nic_agora,0,0,1,2015-06-11,2015-07-07
saint_symbiosis,1,0,0,2014-02-23,2015-07-07
salamalejkum,0,1,0,2014-02-23,2015-06-30
saleenf1,0,0,1,2014-08-14,2014-10-31
sales1993,1,0,0,2014-02-23,2014-03-06
salsify,1,1,0,2015-03-22,2015-06-30
saltnpepper,0,1,0,2014-01-09,2015-05-13
salviana,0,0,1,2015-04-12,2015-07-07
sam5599,1,0,0,2014-02-23,2015-07-07
samadha2015,0,0,1,2015-03-22,2015-07-07
sambalam8,0,0,1,2014-04-06,2015-07-07
samedaydispatch,1,0,0,2014-08-03,2014-10-31
samjackson247,1,0,0,2014-02-23,2014-08-27
samspadeagora,0,0,1,2015-03-22,2015-06-20
samwalton,0,1,0,2014-01-09,2014-10-31
sanadiversion,0,1,0,2014-05-24,2015-07-07
sandoz1943,0,0,1,2014-01-09,2015-05-13
sanosan,0,0,1,2014-01-16,2014-03-06
santashardatwork,0,0,1,2014-02-24,2014-02-24
santastrees,0,0,1,2014-12-28,2015-01-01
saralea,1,0,0,2014-02-23,2015-06-04
sargon,0,1,0,2015-03-22,2015-07-07
sassysasquatch,0,0,1,2014-10-25,2014-11-07
satin_julie,0,0,1,2014-02-02,2014-10-31
satire,1,1,0,2014-08-14,2015-03-13
satoshishop,1,1,0,2014-09-22,2015-06-04
savagecat,0,0,1,2015-06-04,2015-07-07
savagehenry,0,1,0,2015-03-29,2015-07-07
savages,0,0,1,2014-12-10,2015-07-07
saxon,1,0,0,2015-06-11,2015-07-07
saxton,1,1,0,2014-08-27,2015-06-11
sayno2drugs,0,0,1,2014-03-03,2015-07-07
sbm,0,0,1,2014-08-03,2014-11-07
sc13nce,1,0,0,2015-03-22,2015-07-07
scarfac3,0,0,1,2014-12-03,2014-12-03
schizofreen,0,0,1,2014-03-06,2014-05-24
school_supplies,0,0,1,2014-10-25,2015-03-22
schwarzkopf,0,1,0,2014-08-03,2014-09-22
scidmt,1,1,0,2014-04-06,2015-06-20
scidmtsr,0,0,1,2014-02-23,2014-03-06
scoobydoosmokes67,1,0,0,2014-01-09,2015-06-20
scorpionvenomdmt,0,0,1,2015-06-04,2015-07-07
seaofgreen,0,0,1,2015-03-29,2015-05-13
seattlefire,0,0,1,2014-04-06,2014-04-06
seattlesbest,0,0,1,2014-02-28,2015-07-07
seattlesbestcannabis,0,0,1,2014-08-03,2015-07-07
secretsquirrel2,1,1,0,2014-08-27,2014-09-05
seeds_co,0,0,1,2014-04-06,2014-11-07
selector,0,1,0,2014-02-28,2014-09-05
sellmyexcess,1,0,0,2014-02-23,2015-04-27
sensibrothers,0,0,1,2014-08-03,2014-10-31
sensismoke,0,0,1,2015-06-15,2015-06-26
separatereality,0,0,1,2014-03-06,2014-08-14
sereal,0,0,1,2014-01-09,2015-07-07
sexyhomer,0,1,0,2014-08-03,2015-07-07
sexyladyjane,0,0,1,2014-11-15,2014-12-06
sexywax,1,0,0,2014-01-09,2015-05-10
shabnoord,0,0,1,2014-08-03,2015-06-15
shadok,0,0,1,2015-04-03,2015-07-07
shadown1,0,0,1,2014-01-09,2014-02-05
shakeking,0,0,1,2015-01-01,2015-03-22
shamanaustralis,0,0,1,2014-08-14,2015-05-10
sharkcocaine,0,1,0,2015-01-01,2015-04-02
shatter_kings_710,0,0,1,2015-03-13,2015-07-07
shaws,0,0,1,2014-08-27,2015-01-21
sheepishop,0,0,1,2014-05-16,2014-06-01
shepang,0,0,1,2014-04-06,2014-08-03
shiny-flakes,0,1,0,2014-04-06,2015-03-13
shoeshunge,0,0,1,2014-08-03,2015-07-07
shootinggallery,0,0,1,2015-03-22,2015-07-07
shopagent,1,1,0,2014-04-06,2015-07-07
shopkeep,0,0,1,2015-05-04,2015-05-04
shopstungun,0,1,0,2014-02-02,2015-06-30
shopwithus,1,0,0,2014-11-06,2015-07-07
