date,board,nPages,nTopics_est,nSample
2014-12-01,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-12-01,"('General Category', 'Newbie Section ')",250,12475,3360.0
2014-12-01,"('General Category', 'Referral Links')",154,7675,615.0
2014-12-01,"('Community', 'Drug Safety')",4,175,1.0
2014-12-01,"('General Category', 'New Features')",11,525,1.0
2014-12-01,"('General Category', 'Bugs')",14,675,1.0
2014-12-01,"('General Category', 'Product Categories')",18,875,302.0
2014-12-01,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-12-01,"('Official section', 'News')",1,25,1.0
2014-12-01,"('Official section', 'Info')",1,25,1.0
2014-12-01,"('General Category', 'Vendor Discussion')",177,8825,1486.0
2014-12-02,"('General Category', 'General Discussion')",501,25025,113.0
2014-12-02,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-02,"('General Category', 'Security Discussion')",35,1725,5.0
2014-12-02,"('General Category', 'Product Offers')",139,6925,28.0
2014-12-02,"('Local forums', 'German')",26,1275,12.0
2014-12-02,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-12-02,"('General Category', 'Newbie Section ')",253,12625,104.0
2014-12-02,"('General Category', 'Referral Links')",155,7725,58.0
2014-12-02,"('Community', 'Drug Safety')",4,175,2.0
2014-12-02,"('General Category', 'New Features')",11,525,3.0
2014-12-02,"('General Category', 'Bugs')",15,725,7.0
2014-12-02,"('General Category', 'Product Categories')",18,875,23.0
2014-12-02,"('Offtopic', 'Generic randomness')",16,775,2.0
2014-12-02,"('Official section', 'News')",1,25,1.0
2014-12-02,"('Official section', 'Info')",1,25,1.0
2014-12-02,"('General Category', 'Vendor Discussion')",178,8875,73.0
2014-12-05,"('General Category', 'General Discussion')",501,25025,8130.0
2014-12-05,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-05,"('General Category', 'Security Discussion')",35,1725,24.0
2014-12-05,"('General Category', 'Product Offers')",140,6975,1200.0
2014-12-05,"('Local forums', 'German')",26,1275,3.0
2014-12-05,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-12-05,"('General Category', 'Newbie Section ')",259,12925,3372.0
2014-12-05,"('General Category', 'Referral Links')",164,8175,579.0
2014-12-05,"('Community', 'Drug Safety')",4,175,1.0
2014-12-05,"('General Category', 'New Features')",11,525,1.0
2014-12-05,"('General Category', 'Bugs')",15,725,20.0
2014-12-05,"('General Category', 'Product Categories')",18,875,1.0
2014-12-05,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-12-05,"('Official section', 'News')",1,25,1.0
2014-12-05,"('Official section', 'Info')",1,25,1.0
2014-12-05,"('General Category', 'Vendor Discussion')",179,8925,1800.0
2014-12-06,"('General Category', 'General Discussion')",502,25075,105.0
2014-12-06,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-06,"('General Category', 'Security Discussion')",35,1725,13.0
2014-12-06,"('General Category', 'Product Offers')",142,7075,75.0
2014-12-06,"('Local forums', 'German')",26,1275,8.0
2014-12-06,"('Community', 'Philosophy, Economics and Justice')",6,275,2.0
2014-12-06,"('General Category', 'Newbie Section ')",263,13125,185.0
2014-12-06,"('General Category', 'Referral Links')",165,8225,188.0
2014-12-06,"('Community', 'Drug Safety')",4,175,4.0
2014-12-06,"('General Category', 'New Features')",13,625,5.0
2014-12-06,"('General Category', 'Bugs')",15,725,6.0
2014-12-06,"('General Category', 'Product Categories')",18,875,7.0
2014-12-06,"('Offtopic', 'Generic randomness')",16,775,7.0
2014-12-06,"('Official section', 'News')",1,25,1.0
2014-12-06,"('Official section', 'Info')",1,25,1.0
2014-12-06,"('General Category', 'Vendor Discussion')",180,8975,40.0
2014-12-07,"('General Category', 'General Discussion')",504,25175,42.0
2014-12-07,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-07,"('General Category', 'Security Discussion')",36,1775,5.0
2014-12-07,"('General Category', 'Product Offers')",142,7075,14.0
2014-12-07,"('Local forums', 'German')",26,1275,1.0
2014-12-07,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-12-07,"('General Category', 'Newbie Section ')",264,13175,39.0
2014-12-07,"('General Category', 'Referral Links')",165,8225,15.0
2014-12-07,"('Community', 'Drug Safety')",4,175,1.0
2014-12-07,"('General Category', 'New Features')",11,525,1.0
2014-12-07,"('General Category', 'Bugs')",15,725,2.0
2014-12-07,"('General Category', 'Product Categories')",18,875,1.0
2014-12-07,"('Offtopic', 'Generic randomness')",16,775,1.0
2014-12-07,"('Official section', 'News')",1,25,1.0
2014-12-07,"('Official section', 'Info')",1,25,1.0
2014-12-07,"('General Category', 'Vendor Discussion')",180,8975,19.0
2014-12-09,"('General Category', 'General Discussion')",504,25175,4406.0
2014-12-09,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-09,"('General Category', 'Security Discussion')",36,1775,577.0
2014-12-09,"('General Category', 'Product Offers')",143,7125,2640.0
2014-12-09,"('Local forums', 'German')",26,1275,397.0
2014-12-09,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-12-09,"('General Category', 'Newbie Section ')",266,13275,786.0
2014-12-09,"('General Category', 'Referral Links')",165,8225,2136.0
2014-12-09,"('Community', 'Drug Safety')",4,175,1.0
2014-12-09,"('General Category', 'New Features')",11,525,119.0
2014-12-09,"('General Category', 'Bugs')",15,725,177.0
2014-12-09,"('General Category', 'Product Categories')",18,875,235.0
2014-12-09,"('Offtopic', 'Generic randomness')",16,775,199.0
2014-12-09,"('Official section', 'News')",1,25,1.0
2014-12-09,"('Official section', 'Info')",1,25,1.0
2014-12-12,"('General Category', 'General Discussion')",506,25275,5313.0
2014-12-12,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-12,"('General Category', 'Security Discussion')",36,1775,25.0
2014-12-12,"('General Category', 'Product Offers')",143,7125,91.0
2014-12-12,"('Local forums', 'German')",26,1275,5.0
2014-12-12,"('Community', 'Philosophy, Economics and Justice')",5,225,1.0
2014-12-12,"('General Category', 'Newbie Section ')",265,13225,4183.0
2014-12-12,"('General Category', 'Referral Links')",165,8225,11.0
2014-12-12,"('Community', 'Drug Safety')",4,175,3.0
2014-12-12,"('General Category', 'New Features')",11,525,1.0
2014-12-12,"('General Category', 'Bugs')",15,725,3.0
2014-12-12,"('General Category', 'Product Categories')",18,875,1.0
2014-12-12,"('Offtopic', 'Generic randomness')",16,775,4.0
2014-12-12,"('Official section', 'News')",1,25,1.0
2014-12-12,"('Official section', 'Info')",1,25,1.0
2014-12-12,"('General Category', 'Vendor Discussion')",182,9075,3387.0
2014-12-15,"('General Category', 'General Discussion')",204,10175,196.0
2014-12-15,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-15,"('General Category', 'Security Discussion')",15,725,12.0
2014-12-15,"('General Category', 'Product Offers')",58,2875,34.0
2014-12-15,"('Local forums', 'German')",11,525,8.0
2014-12-15,"('Community', 'Philosophy, Economics and Justice')",3,125,3.0
2014-12-15,"('General Category', 'Newbie Section ')",110,5475,686.0
2014-12-15,"('General Category', 'Referral Links')",67,3325,23.0
2014-12-15,"('Community', 'Drug Safety')",1,25,3.0
2014-12-15,"('General Category', 'New Features')",5,225,4.0
2014-12-15,"('General Category', 'Bugs')",6,275,6.0
2014-12-15,"('General Category', 'Product Categories')",8,375,6.0
2014-12-15,"('Offtopic', 'Generic randomness')",7,325,6.0
2014-12-15,"('Official section', 'News')",1,25,1.0
2014-12-15,"('Official section', 'Info')",1,25,1.0
2014-12-15,"('General Category', 'Vendor Discussion')",74,3675,58.0
2014-12-17,"('General Category', 'General Discussion')",509,25425,326.0
2014-12-17,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-17,"('General Category', 'Security Discussion')",37,1825,4.0
2014-12-17,"('General Category', 'Product Offers')",145,7225,30.0
2014-12-17,"('Local forums', 'German')",26,1275,54.0
2014-12-17,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2014-12-17,"('General Category', 'Newbie Section ')",283,14125,609.0
2014-12-17,"('General Category', 'Referral Links')",167,8325,16.0
2014-12-17,"('Community', 'Drug Safety')",5,225,1.0
2014-12-17,"('General Category', 'New Features')",13,625,1.0
2014-12-17,"('General Category', 'Bugs')",15,725,1.0
2014-12-17,"('General Category', 'Product Categories')",18,875,1.0
2014-12-17,"('Offtopic', 'Generic randomness')",17,825,3.0
2014-12-17,"('Official section', 'News')",1,25,1.0
2014-12-17,"('Official section', 'Info')",1,25,1.0
2014-12-17,"('General Category', 'Vendor Discussion')",185,9225,125.0
2014-12-20,"('General Category', 'General Discussion')",205,10225,146.0
2014-12-20,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-20,"('General Category', 'Security Discussion')",15,725,9.0
2014-12-20,"('General Category', 'Product Offers')",59,2925,131.0
2014-12-20,"('Local forums', 'German')",11,525,12.0
2014-12-20,"('Community', 'Philosophy, Economics and Justice')",3,125,2.0
2014-12-20,"('General Category', 'Newbie Section ')",116,5775,419.0
2014-12-20,"('General Category', 'Referral Links')",67,3325,21.0
2014-12-20,"('Community', 'Drug Safety')",1,25,2.0
2014-12-20,"('General Category', 'New Features')",5,225,1.0
2014-12-20,"('General Category', 'Bugs')",7,325,1.0
2014-12-20,"('General Category', 'Product Categories')",8,375,8.0
2014-12-20,"('Offtopic', 'Generic randomness')",7,325,20.0
2014-12-20,"('Official section', 'News')",1,25,1.0
2014-12-20,"('Official section', 'Info')",1,25,1.0
2014-12-20,"('General Category', 'Vendor Discussion')",75,3725,79.0
2014-12-21,"('General Category', 'General Discussion')",205,10225,34.0
2014-12-21,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-21,"('General Category', 'Security Discussion')",15,725,50.0
2014-12-21,"('General Category', 'Product Offers')",59,2925,44.0
2014-12-21,"('Local forums', 'German')",11,525,1.0
2014-12-21,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2014-12-21,"('General Category', 'Newbie Section ')",110,5475,48.0
2014-12-21,"('General Category', 'Referral Links')",65,3225,1.0
2014-12-21,"('Community', 'Drug Safety')",1,25,1.0
2014-12-21,"('General Category', 'New Features')",5,225,1.0
2014-12-21,"('General Category', 'Bugs')",6,275,1.0
2014-12-21,"('General Category', 'Product Categories')",8,375,36.0
2014-12-21,"('Official section', 'News')",1,25,1.0
2014-12-21,"('Official section', 'Info')",1,25,1.0
2014-12-21,"('General Category', 'Vendor Discussion')",75,3725,46.0
2014-12-24,"('General Category', 'General Discussion')",512,25575,7841.0
2014-12-24,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-24,"('General Category', 'Security Discussion')",37,1825,3.0
2014-12-24,"('General Category', 'Product Offers')",147,7325,655.0
2014-12-24,"('Local forums', 'German')",27,1325,3.0
2014-12-24,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2014-12-24,"('General Category', 'Newbie Section ')",280,13975,4946.0
2014-12-24,"('General Category', 'Referral Links')",162,8075,289.0
2014-12-24,"('Community', 'Drug Safety')",5,225,2.0
2014-12-24,"('General Category', 'New Features')",11,525,1.0
2014-12-24,"('General Category', 'Bugs')",15,725,1.0
2014-12-24,"('General Category', 'Product Categories')",18,875,1.0
2014-12-24,"('Offtopic', 'Generic randomness')",17,825,313.0
2014-12-24,"('Official section', 'News')",1,25,1.0
2014-12-24,"('Official section', 'Info')",1,25,1.0
2014-12-24,"('General Category', 'Vendor Discussion')",187,9325,1422.0
2014-12-26,"('General Category', 'General Discussion')",206,10275,51.0
2014-12-26,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-26,"('General Category', 'Security Discussion')",15,725,5.0
2014-12-26,"('General Category', 'Product Offers')",60,2975,38.0
2014-12-26,"('Local forums', 'German')",11,525,5.0
2014-12-26,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2014-12-26,"('General Category', 'Newbie Section ')",113,5625,116.0
2014-12-26,"('General Category', 'Referral Links')",65,3225,7.0
2014-12-26,"('Community', 'Drug Safety')",1,25,1.0
2014-12-26,"('General Category', 'New Features')",5,225,2.0
2014-12-26,"('General Category', 'Bugs')",6,275,3.0
2014-12-26,"('General Category', 'Product Categories')",8,375,21.0
2014-12-26,"('Offtopic', 'Generic randomness')",7,325,4.0
2014-12-26,"('Official section', 'News')",1,25,1.0
2014-12-26,"('Official section', 'Info')",1,25,1.0
2014-12-26,"('General Category', 'Vendor Discussion')",75,3725,32.0
2014-12-28,"('General Category', 'General Discussion')",207,10325,6953.0
2014-12-28,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-28,"('General Category', 'Security Discussion')",15,725,3.0
2014-12-28,"('General Category', 'Product Offers')",60,2975,1435.0
2014-12-28,"('Local forums', 'German')",11,525,4.0
2014-12-28,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2014-12-28,"('General Category', 'Newbie Section ')",114,5675,3950.0
2014-12-28,"('General Category', 'Referral Links')",65,3225,534.0
2014-12-28,"('Community', 'Drug Safety')",1,25,3.0
2014-12-28,"('General Category', 'New Features')",5,225,1.0
2014-12-28,"('General Category', 'Bugs')",6,275,2.0
2014-12-28,"('General Category', 'Product Categories')",8,375,3.0
2014-12-28,"('Offtopic', 'Generic randomness')",7,325,3.0
2014-12-28,"('Official section', 'News')",1,25,1.0
2014-12-28,"('Official section', 'Info')",1,25,1.0
2014-12-28,"('General Category', 'Vendor Discussion')",76,3775,2003.0
2014-12-30,"('General Category', 'General Discussion')",518,25875,57.0
2014-12-30,"('General Category', 'Access vendor-only forum')",1,25,1.0
2014-12-30,"('General Category', 'Security Discussion')",37,1825,1.0
2014-12-30,"('General Category', 'Product Offers')",150,7475,121.0
2014-12-30,"('Local forums', 'German')",27,1325,4.0
2014-12-30,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2014-12-30,"('General Category', 'Newbie Section ')",288,14375,104.0
2014-12-30,"('General Category', 'Referral Links')",163,8125,4.0
2014-12-30,"('Community', 'Drug Safety')",5,225,1.0
2014-12-30,"('General Category', 'New Features')",13,625,1.0
2014-12-30,"('General Category', 'Bugs')",15,725,1.0
2014-12-30,"('General Category', 'Product Categories')",19,925,4.0
2014-12-30,"('Offtopic', 'Generic randomness')",17,825,1.0
2014-12-30,"('Official section', 'News')",1,25,1.0
2014-12-30,"('Official section', 'Info')",1,25,1.0
2014-12-30,"('General Category', 'Vendor Discussion')",190,9475,50.0
2015-01-04,"('General Category', 'General Discussion')",519,25925,4656.0
2015-01-04,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-04,"('General Category', 'Security Discussion')",37,1825,4.0
2015-01-04,"('Local forums', 'German')",28,1375,3.0
2015-01-04,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-01-04,"('General Category', 'Newbie Section ')",290,14475,838.0
2015-01-04,"('General Category', 'Referral Links')",163,8125,12.0
2015-01-04,"('Community', 'Drug Safety')",5,225,1.0
2015-01-04,"('General Category', 'New Features')",13,625,1.0
2015-01-04,"('General Category', 'Bugs')",15,725,1.0
2015-01-04,"('General Category', 'Product Categories')",19,925,1.0
2015-01-04,"('Offtopic', 'Generic randomness')",17,825,2.0
2015-01-04,"('Official section', 'News')",1,25,1.0
2015-01-04,"('Official section', 'Info')",1,25,1.0
2015-01-04,"('General Category', 'Vendor Discussion')",190,9475,51.0
2015-01-06,"('General Category', 'General Discussion')",210,10475,119.0
2015-01-06,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-06,"('General Category', 'Security Discussion')",15,725,10.0
2015-01-06,"('General Category', 'Product Offers')",61,3025,2745.0
2015-01-06,"('Local forums', 'German')",12,575,30.0
2015-01-06,"('Community', 'Philosophy, Economics and Justice')",3,125,4.0
2015-01-06,"('General Category', 'Newbie Section ')",122,6075,307.0
2015-01-06,"('General Category', 'Referral Links')",93,4625,1344.0
2015-01-06,"('Community', 'Drug Safety')",1,25,4.0
2015-01-06,"('General Category', 'New Features')",5,225,7.0
2015-01-06,"('General Category', 'Bugs')",7,325,6.0
2015-01-06,"('General Category', 'Product Categories')",8,375,8.0
2015-01-06,"('Offtopic', 'Generic randomness')",7,325,5.0
2015-01-06,"('Official section', 'News')",1,25,1.0
2015-01-06,"('Official section', 'Info')",1,25,1.0
2015-01-06,"('General Category', 'Vendor Discussion')",77,3825,109.0
2015-01-07,"('General Category', 'General Discussion')",210,10475,23.0
2015-01-07,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-07,"('General Category', 'Security Discussion')",15,725,6.0
2015-01-07,"('General Category', 'Product Offers')",61,3025,17.0
2015-01-07,"('Local forums', 'German')",12,575,1.0
2015-01-07,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-01-07,"('General Category', 'Newbie Section ')",123,6125,39.0
2015-01-07,"('General Category', 'Referral Links')",101,5025,269.0
2015-01-07,"('Community', 'Drug Safety')",1,25,1.0
2015-01-07,"('General Category', 'New Features')",5,225,1.0
2015-01-07,"('General Category', 'Bugs')",7,325,1.0
2015-01-07,"('General Category', 'Product Categories')",8,375,1.0
2015-01-07,"('Offtopic', 'Generic randomness')",7,325,3.0
2015-01-07,"('Official section', 'News')",1,25,1.0
2015-01-07,"('Official section', 'Info')",1,25,1.0
2015-01-07,"('General Category', 'Vendor Discussion')",77,3825,41.0
2015-01-14,"('General Category', 'General Discussion')",211,10525,6287.0
2015-01-14,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-14,"('General Category', 'Security Discussion')",15,725,106.0
2015-01-14,"('General Category', 'Product Offers')",62,3075,2719.0
2015-01-14,"('Local forums', 'German')",12,575,303.0
2015-01-14,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-01-14,"('General Category', 'Newbie Section ')",124,6175,1039.0
2015-01-14,"('General Category', 'Referral Links')",108,5375,2992.0
2015-01-14,"('Community', 'Drug Safety')",1,25,1.0
2015-01-14,"('General Category', 'New Features')",5,225,1.0
2015-01-14,"('General Category', 'Bugs')",7,325,50.0
2015-01-14,"('General Category', 'Product Categories')",8,375,1.0
2015-01-14,"('Offtopic', 'Generic randomness')",7,325,51.0
2015-01-14,"('Official section', 'News')",1,25,1.0
2015-01-14,"('Official section', 'Info')",1,25,1.0
2015-01-14,"('General Category', 'Vendor Discussion')",78,3875,3504.0
2015-01-15,"('General Category', 'General Discussion')",211,10525,3191.0
2015-01-16,"('General Category', 'General Discussion')",211,10525,1068.0
2015-01-16,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-16,"('General Category', 'Security Discussion')",15,725,756.0
2015-01-16,"('General Category', 'Product Offers')",62,3075,1076.0
2015-01-16,"('Local forums', 'German')",12,575,571.0
2015-01-16,"('Community', 'Philosophy, Economics and Justice')",3,125,105.0
2015-01-16,"('General Category', 'Newbie Section ')",129,6425,1053.0
2015-01-16,"('General Category', 'Referral Links')",108,5375,1034.0
2015-01-16,"('Community', 'Drug Safety')",1,25,97.0
2015-01-16,"('General Category', 'New Features')",5,225,237.0
2015-01-16,"('General Category', 'Bugs')",7,325,302.0
2015-01-16,"('General Category', 'Product Categories')",8,375,378.0
2015-01-16,"('Offtopic', 'Generic randomness')",7,325,336.0
2015-01-16,"('Official section', 'News')",1,25,12.0
2015-01-16,"('Official section', 'Info')",1,25,5.0
2015-01-16,"('General Category', 'Vendor Discussion')",78,3875,1080.0
2015-01-21,"('General Category', 'General Discussion')",212,10575,2496.0
2015-01-21,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-21,"('General Category', 'Security Discussion')",15,725,8.0
2015-01-21,"('General Category', 'Product Offers')",63,3125,1912.0
2015-01-21,"('Local forums', 'German')",12,575,5.0
2015-01-21,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-01-21,"('General Category', 'Newbie Section ')",133,6625,4831.0
2015-01-21,"('General Category', 'Referral Links')",110,5475,3059.0
2015-01-21,"('Community', 'Drug Safety')",1,25,1.0
2015-01-21,"('General Category', 'New Features')",5,225,1.0
2015-01-21,"('General Category', 'Bugs')",7,325,1.0
2015-01-21,"('General Category', 'Product Categories')",8,375,3.0
2015-01-21,"('Offtopic', 'Generic randomness')",7,325,3.0
2015-01-21,"('Official section', 'News')",1,25,1.0
2015-01-21,"('Official section', 'Info')",1,25,1.0
2015-01-21,"('General Category', 'Vendor Discussion')",79,3925,2719.0
2015-01-24,"('General Category', 'General Discussion')",212,10575,6876.0
2015-01-24,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-24,"('General Category', 'Security Discussion')",15,725,12.0
2015-01-24,"('General Category', 'Product Offers')",63,3125,32.0
2015-01-24,"('Local forums', 'German')",12,575,9.0
2015-01-24,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-01-24,"('General Category', 'Newbie Section ')",134,6675,716.0
2015-01-24,"('General Category', 'Referral Links')",113,5625,14.0
2015-01-24,"('Community', 'Drug Safety')",1,25,1.0
2015-01-24,"('General Category', 'New Features')",5,225,4.0
2015-01-24,"('General Category', 'Bugs')",7,325,2.0
2015-01-24,"('General Category', 'Product Categories')",8,375,5.0
2015-01-24,"('Offtopic', 'Generic randomness')",7,325,6.0
2015-01-24,"('Official section', 'News')",1,25,1.0
2015-01-24,"('Official section', 'Info')",1,25,1.0
2015-01-24,"('General Category', 'Vendor Discussion')",79,3925,97.0
2015-01-29,"('General Category', 'General Discussion')",213,10625,45.0
2015-01-29,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-01-29,"('General Category', 'Security Discussion')",15,725,53.0
2015-01-29,"('General Category', 'Product Offers')",63,3125,2725.0
2015-01-29,"('Local forums', 'German')",12,575,10.0
2015-01-29,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-01-29,"('General Category', 'Newbie Section ')",135,6725,270.0
2015-01-29,"('General Category', 'Referral Links')",115,5725,174.0
2015-01-29,"('Community', 'Drug Safety')",1,25,1.0
2015-01-29,"('General Category', 'New Features')",5,225,2.0
2015-01-29,"('General Category', 'Bugs')",7,325,2.0
2015-01-29,"('General Category', 'Product Categories')",8,375,3.0
2015-01-29,"('Offtopic', 'Generic randomness')",7,325,5.0
2015-01-29,"('Official section', 'News')",1,25,1.0
2015-01-29,"('Official section', 'Info')",1,25,1.0
2015-01-29,"('General Category', 'Vendor Discussion')",80,3975,36.0
2015-02-01,"('General Category', 'General Discussion')",213,10625,43.0
2015-02-01,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-01,"('General Category', 'Security Discussion')",15,725,4.0
2015-02-01,"('General Category', 'Product Offers')",63,3125,29.0
2015-02-01,"('Local forums', 'German')",12,575,4.0
2015-02-01,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-02-01,"('General Category', 'Newbie Section ')",135,6725,104.0
2015-02-01,"('General Category', 'Referral Links')",115,5725,10.0
2015-02-01,"('Community', 'Drug Safety')",1,25,1.0
2015-02-01,"('General Category', 'New Features')",5,225,1.0
2015-02-01,"('General Category', 'Bugs')",7,325,1.0
2015-02-01,"('General Category', 'Product Categories')",8,375,4.0
2015-02-01,"('Offtopic', 'Generic randomness')",7,325,3.0
2015-02-01,"('Official section', 'News')",1,25,1.0
2015-02-01,"('Official section', 'Info')",1,25,1.0
2015-02-01,"('General Category', 'Vendor Discussion')",80,3975,32.0
2015-02-02,"('General Category', 'General Discussion')",213,10625,25.0
2015-02-02,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-02,"('General Category', 'Security Discussion')",15,725,3.0
2015-02-02,"('General Category', 'Product Offers')",63,3125,401.0
2015-02-02,"('Local forums', 'German')",12,575,100.0
2015-02-02,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-02-02,"('General Category', 'Newbie Section ')",135,6725,114.0
2015-02-02,"('General Category', 'Referral Links')",116,5775,25.0
2015-02-02,"('Community', 'Drug Safety')",1,25,1.0
2015-02-02,"('General Category', 'New Features')",5,225,1.0
2015-02-02,"('General Category', 'Bugs')",7,325,1.0
2015-02-02,"('General Category', 'Product Categories')",8,375,2.0
2015-02-02,"('Offtopic', 'Generic randomness')",7,325,2.0
2015-02-02,"('Official section', 'News')",1,25,1.0
2015-02-02,"('Official section', 'Info')",1,25,1.0
2015-02-02,"('General Category', 'Vendor Discussion')",80,3975,29.0
2015-02-03,"('General Category', 'General Discussion')",533,26625,457.0
2015-02-03,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-03,"('General Category', 'Security Discussion')",40,1975,6.0
2015-02-03,"('General Category', 'Product Offers')",159,7925,349.0
2015-02-03,"('Local forums', 'German')",29,1425,8.0
2015-02-03,"('Community', 'Philosophy, Economics and Justice')",6,275,1.0
2015-02-03,"('General Category', 'Newbie Section ')",343,17125,384.0
2015-02-03,"('General Category', 'Referral Links')",116,5775,316.0
2015-02-03,"('Community', 'Drug Safety')",5,225,3.0
2015-02-03,"('General Category', 'New Features')",13,625,2.0
2015-02-03,"('General Category', 'Bugs')",16,775,2.0
2015-02-03,"('General Category', 'Product Categories')",8,375,4.0
2015-02-03,"('Offtopic', 'Generic randomness')",18,875,3.0
2015-02-03,"('Official section', 'News')",1,25,1.0
2015-02-03,"('Official section', 'Info')",1,25,1.0
2015-02-03,"('General Category', 'Vendor Discussion')",200,9975,2718.0
2015-02-05,"('General Category', 'General Discussion')",214,10675,32.0
2015-02-05,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-05,"('General Category', 'Security Discussion')",15,725,5.0
2015-02-05,"('General Category', 'Product Offers')",63,3125,14.0
2015-02-05,"('Local forums', 'German')",12,575,1.0
2015-02-05,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-02-05,"('General Category', 'Newbie Section ')",137,6825,197.0
2015-02-05,"('General Category', 'Referral Links')",116,5775,11.0
2015-02-05,"('Community', 'Drug Safety')",1,25,3.0
2015-02-05,"('General Category', 'New Features')",5,225,1.0
2015-02-05,"('General Category', 'Bugs')",7,325,1.0
2015-02-05,"('General Category', 'Product Categories')",8,375,2.0
2015-02-05,"('Offtopic', 'Generic randomness')",7,325,4.0
2015-02-05,"('Official section', 'News')",1,25,1.0
2015-02-05,"('Official section', 'Info')",1,25,1.0
2015-02-05,"('General Category', 'Vendor Discussion')",80,3975,77.0
2015-02-09,"('General Category', 'General Discussion')",214,10675,2743.0
2015-02-09,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-09,"('General Category', 'Security Discussion')",15,725,52.0
2015-02-09,"('General Category', 'Product Offers')",65,3225,2373.0
2015-02-09,"('Local forums', 'German')",12,575,3.0
2015-02-09,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-02-09,"('General Category', 'Newbie Section ')",140,6975,2440.0
2015-02-09,"('General Category', 'Referral Links')",116,5775,2027.0
2015-02-09,"('Community', 'Drug Safety')",1,25,4.0
2015-02-09,"('General Category', 'New Features')",5,225,1.0
2015-02-09,"('General Category', 'Bugs')",7,325,1.0
2015-02-09,"('General Category', 'Product Categories')",8,375,1.0
2015-02-09,"('Offtopic', 'Generic randomness')",7,325,3.0
2015-02-09,"('Official section', 'News')",1,25,1.0
2015-02-09,"('Official section', 'Info')",1,25,1.0
2015-02-09,"('General Category', 'Vendor Discussion')",81,4025,2462.0
2015-02-11,"('General Category', 'General Discussion')",215,10725,60.0
2015-02-11,"('General Category', 'Access vendor-only forum')",1,25,1.0
2015-02-11,"('General Category', 'Security Discussion')",15,725,56.0
2015-02-11,"('General Category', 'Product Offers')",65,3225,63.0
2015-02-11,"('Local forums', 'German')",12,575,18.0
2015-02-11,"('Community', 'Philosophy, Economics and Justice')",3,125,1.0
2015-02-11,"('General Category', 'Newbie Section ')",141,7025,223.0
2015-02-11,"('General Category', 'Referral Links')",116,5775,19.0
2015-02-11,"('Community', 'Drug Safety')",2,75,5.0
2015-02-11,"('General Category', 'New Features')",5,225,4.0
2015-02-11,"('General Category', 'Bugs')",7,325,3.0
