board,nPages,date
"('General Category', 'Newbie Section ')",290,2015-01-04
"('General Category', 'Referral Links')",163,2015-01-04
"('Community', 'Drug Safety')",5,2015-01-04
"('General Category', 'New Features')",13,2015-01-04
"('General Category', 'Bugs')",15,2015-01-04
"('General Category', 'Product Categories')",19,2015-01-04
"('Offtopic', 'Generic randomness')",17,2015-01-04
"('Official section', 'News')",1,2015-01-04
"('Official section', 'Info')",1,2015-01-04
"('General Category', 'Vendor Discussion')",190,2015-01-04
"('General Category', 'General Discussion')",210,2015-01-06
"('General Category', 'Access vendor-only forum')",1,2015-01-06
"('General Category', 'Security Discussion')",15,2015-01-06
"('General Category', 'Product Offers')",61,2015-01-06
"('Local forums', 'German')",12,2015-01-06
"('Community', 'Philosophy, Economics and Justice')",3,2015-01-06
"('General Category', 'Newbie Section ')",122,2015-01-06
"('General Category', 'Referral Links')",93,2015-01-06
"('Community', 'Drug Safety')",1,2015-01-06
"('General Category', 'New Features')",5,2015-01-06
"('General Category', 'Bugs')",7,2015-01-06
"('General Category', 'Product Categories')",8,2015-01-06
"('Offtopic', 'Generic randomness')",7,2015-01-06
"('Official section', 'News')",1,2015-01-06
"('Official section', 'Info')",1,2015-01-06
"('General Category', 'Vendor Discussion')",77,2015-01-06
"('General Category', 'General Discussion')",210,2015-01-07
"('General Category', 'Access vendor-only forum')",1,2015-01-07
"('General Category', 'Security Discussion')",15,2015-01-07
"('General Category', 'Product Offers')",61,2015-01-07
"('Local forums', 'German')",12,2015-01-07
"('Community', 'Philosophy, Economics and Justice')",3,2015-01-07
"('General Category', 'Newbie Section ')",123,2015-01-07
"('General Category', 'Referral Links')",101,2015-01-07
"('Community', 'Drug Safety')",1,2015-01-07
"('General Category', 'New Features')",5,2015-01-07
"('General Category', 'Bugs')",7,2015-01-07
"('General Category', 'Product Categories')",8,2015-01-07
"('Offtopic', 'Generic randomness')",7,2015-01-07
"('Official section', 'News')",1,2015-01-07
"('Official section', 'Info')",1,2015-01-07
"('General Category', 'Vendor Discussion')",77,2015-01-07
"('General Category', 'General Discussion')",211,2015-01-14
"('General Category', 'Access vendor-only forum')",1,2015-01-14
"('General Category', 'Security Discussion')",15,2015-01-14
"('General Category', 'Product Offers')",62,2015-01-14
"('Local forums', 'German')",12,2015-01-14
"('Community', 'Philosophy, Economics and Justice')",3,2015-01-14
"('General Category', 'Newbie Section ')",124,2015-01-14
"('General Category', 'Referral Links')",108,2015-01-14
"('Community', 'Drug Safety')",1,2015-01-14
"('General Category', 'New Features')",5,2015-01-14
"('General Category', 'Bugs')",7,2015-01-14
"('General Category', 'Product Categories')",8,2015-01-14
"('Offtopic', 'Generic randomness')",7,2015-01-14
"('Official section', 'News')",1,2015-01-14
"('Official section', 'Info')",1,2015-01-14
"('General Category', 'Vendor Discussion')",78,2015-01-14
"('General Category', 'General Discussion')",211,2015-01-15
"('General Category', 'General Discussion')",211,2015-01-16
"('General Category', 'Access vendor-only forum')",1,2015-01-16
"('General Category', 'Security Discussion')",15,2015-01-16
"('General Category', 'Product Offers')",62,2015-01-16
"('Local forums', 'German')",12,2015-01-16
"('Community', 'Philosophy, Economics and Justice')",3,2015-01-16
"('General Category', 'Newbie Section ')",129,2015-01-16
"('General Category', 'Referral Links')",108,2015-01-16
"('Community', 'Drug Safety')",1,2015-01-16
"('General Category', 'New Features')",5,2015-01-16
"('General Category', 'Bugs')",7,2015-01-16
"('General Category', 'Product Categories')",8,2015-01-16
"('Offtopic', 'Generic randomness')",7,2015-01-16
"('Official section', 'News')",1,2015-01-16
"('Official section', 'Info')",1,2015-01-16
"('General Category', 'Vendor Discussion')",78,2015-01-16
"('General Category', 'General Discussion')",212,2015-01-21
"('General Category', 'Access vendor-only forum')",1,2015-01-21
"('General Category', 'Security Discussion')",15,2015-01-21
"('General Category', 'Product Offers')",63,2015-01-21
"('Local forums', 'German')",12,2015-01-21
"('Community', 'Philosophy, Economics and Justice')",3,2015-01-21
"('General Category', 'Newbie Section ')",133,2015-01-21
"('General Category', 'Referral Links')",110,2015-01-21
"('Community', 'Drug Safety')",1,2015-01-21
"('General Category', 'New Features')",5,2015-01-21
"('General Category', 'Bugs')",7,2015-01-21
"('General Category', 'Product Categories')",8,2015-01-21
"('Offtopic', 'Generic randomness')",7,2015-01-21
"('Official section', 'News')",1,2015-01-21
"('Official section', 'Info')",1,2015-01-21
"('General Category', 'Vendor Discussion')",79,2015-01-21
"('General Category', 'General Discussion')",212,2015-01-24
"('General Category', 'Access vendor-only forum')",1,2015-01-24
"('General Category', 'Security Discussion')",15,2015-01-24
"('General Category', 'Product Offers')",63,2015-01-24
"('Local forums', 'German')",12,2015-01-24
"('Community', 'Philosophy, Economics and Justice')",3,2015-01-24
"('General Category', 'Newbie Section ')",134,2015-01-24
"('General Category', 'Referral Links')",113,2015-01-24
"('Community', 'Drug Safety')",1,2015-01-24
"('General Category', 'New Features')",5,2015-01-24
"('General Category', 'Bugs')",7,2015-01-24
"('General Category', 'Product Categories')",8,2015-01-24
"('Offtopic', 'Generic randomness')",7,2015-01-24
"('Official section', 'News')",1,2015-01-24
"('Official section', 'Info')",1,2015-01-24
"('General Category', 'Vendor Discussion')",79,2015-01-24
"('General Category', 'General Discussion')",213,2015-01-29
"('General Category', 'Access vendor-only forum')",1,2015-01-29
"('General Category', 'Security Discussion')",15,2015-01-29
"('General Category', 'Product Offers')",63,2015-01-29
"('Local forums', 'German')",12,2015-01-29
"('Community', 'Philosophy, Economics and Justice')",3,2015-01-29
"('General Category', 'Newbie Section ')",135,2015-01-29
"('General Category', 'Referral Links')",115,2015-01-29
"('Community', 'Drug Safety')",1,2015-01-29
"('General Category', 'New Features')",5,2015-01-29
"('General Category', 'Bugs')",7,2015-01-29
"('General Category', 'Product Categories')",8,2015-01-29
"('Offtopic', 'Generic randomness')",7,2015-01-29
"('Official section', 'News')",1,2015-01-29
"('Official section', 'Info')",1,2015-01-29
"('General Category', 'Vendor Discussion')",80,2015-01-29
"('General Category', 'General Discussion')",213,2015-02-01
"('General Category', 'Access vendor-only forum')",1,2015-02-01
"('General Category', 'Security Discussion')",15,2015-02-01
"('General Category', 'Product Offers')",63,2015-02-01
"('Local forums', 'German')",12,2015-02-01
"('Community', 'Philosophy, Economics and Justice')",3,2015-02-01
"('General Category', 'Newbie Section ')",135,2015-02-01
"('General Category', 'Referral Links')",115,2015-02-01
"('Community', 'Drug Safety')",1,2015-02-01
"('General Category', 'New Features')",5,2015-02-01
"('General Category', 'Bugs')",7,2015-02-01
"('General Category', 'Product Categories')",8,2015-02-01
"('Offtopic', 'Generic randomness')",7,2015-02-01
"('Official section', 'News')",1,2015-02-01
"('Official section', 'Info')",1,2015-02-01
"('General Category', 'Vendor Discussion')",80,2015-02-01
"('General Category', 'General Discussion')",213,2015-02-02
"('General Category', 'Access vendor-only forum')",1,2015-02-02
"('General Category', 'Security Discussion')",15,2015-02-02
"('General Category', 'Product Offers')",63,2015-02-02
"('Local forums', 'German')",12,2015-02-02
"('Community', 'Philosophy, Economics and Justice')",3,2015-02-02
"('General Category', 'Newbie Section ')",135,2015-02-02
"('General Category', 'Referral Links')",116,2015-02-02
"('Community', 'Drug Safety')",1,2015-02-02
"('General Category', 'New Features')",5,2015-02-02
"('General Category', 'Bugs')",7,2015-02-02
"('General Category', 'Product Categories')",8,2015-02-02
"('Offtopic', 'Generic randomness')",7,2015-02-02
"('Official section', 'News')",1,2015-02-02
"('Official section', 'Info')",1,2015-02-02
"('General Category', 'Vendor Discussion')",80,2015-02-02
"('General Category', 'General Discussion')",533,2015-02-03
"('General Category', 'Access vendor-only forum')",1,2015-02-03
"('General Category', 'Security Discussion')",40,2015-02-03
"('General Category', 'Product Offers')",159,2015-02-03
"('Local forums', 'German')",29,2015-02-03
"('Community', 'Philosophy, Economics and Justice')",6,2015-02-03
"('General Category', 'Newbie Section ')",343,2015-02-03
"('General Category', 'Referral Links')",116,2015-02-03
"('Community', 'Drug Safety')",5,2015-02-03
"('General Category', 'New Features')",13,2015-02-03
"('General Category', 'Bugs')",16,2015-02-03
"('General Category', 'Product Categories')",8,2015-02-03
"('Offtopic', 'Generic randomness')",18,2015-02-03
"('Official section', 'News')",1,2015-02-03
"('Official section', 'Info')",1,2015-02-03
"('General Category', 'Vendor Discussion')",200,2015-02-03
"('General Category', 'General Discussion')",214,2015-02-05
"('General Category', 'Access vendor-only forum')",1,2015-02-05
"('General Category', 'Security Discussion')",15,2015-02-05
"('General Category', 'Product Offers')",63,2015-02-05
"('Local forums', 'German')",12,2015-02-05
"('Community', 'Philosophy, Economics and Justice')",3,2015-02-05
"('General Category', 'Newbie Section ')",137,2015-02-05
"('General Category', 'Referral Links')",116,2015-02-05
"('Community', 'Drug Safety')",1,2015-02-05
"('General Category', 'New Features')",5,2015-02-05
"('General Category', 'Bugs')",7,2015-02-05
"('General Category', 'Product Categories')",8,2015-02-05
"('Offtopic', 'Generic randomness')",7,2015-02-05
"('Official section', 'News')",1,2015-02-05
"('Official section', 'Info')",1,2015-02-05
"('General Category', 'Vendor Discussion')",80,2015-02-05
"('General Category', 'General Discussion')",214,2015-02-09
"('General Category', 'Access vendor-only forum')",1,2015-02-09
"('General Category', 'Security Discussion')",15,2015-02-09
"('General Category', 'Product Offers')",65,2015-02-09
"('Local forums', 'German')",12,2015-02-09
"('Community', 'Philosophy, Economics and Justice')",3,2015-02-09
"('General Category', 'Newbie Section ')",140,2015-02-09
"('General Category', 'Referral Links')",116,2015-02-09
"('Community', 'Drug Safety')",1,2015-02-09
"('General Category', 'New Features')",5,2015-02-09
"('General Category', 'Bugs')",7,2015-02-09
"('General Category', 'Product Categories')",8,2015-02-09
"('Offtopic', 'Generic randomness')",7,2015-02-09
"('Official section', 'News')",1,2015-02-09
"('Official section', 'Info')",1,2015-02-09
"('General Category', 'Vendor Discussion')",81,2015-02-09
"('General Category', 'General Discussion')",215,2015-02-11
"('General Category', 'Access vendor-only forum')",1,2015-02-11
"('General Category', 'Security Discussion')",15,2015-02-11
"('General Category', 'Product Offers')",65,2015-02-11
"('Local forums', 'German')",12,2015-02-11
"('Community', 'Philosophy, Economics and Justice')",3,2015-02-11
"('General Category', 'Newbie Section ')",141,2015-02-11
"('General Category', 'Referral Links')",116,2015-02-11
"('Community', 'Drug Safety')",2,2015-02-11
"('General Category', 'New Features')",5,2015-02-11
"('General Category', 'Bugs')",7,2015-02-11
"('General Category', 'Product Categories')",8,2015-02-11
"('Offtopic', 'Generic randomness')",7,2015-02-11
"('Official section', 'News')",1,2015-02-11
"('Official section', 'Info')",1,2015-02-11
"('General Category', 'Vendor Discussion')",81,2015-02-11
"('General Category', 'General Discussion')",537,2015-02-17
"('General Category', 'Access vendor-only forum')",1,2015-02-17
"('General Category', 'Security Discussion')",40,2015-02-17
"('General Category', 'Product Offers')",163,2015-02-17
"('Local forums', 'German')",30,2015-02-17
"('Community', 'Philosophy, Economics and Justice')",6,2015-02-17
"('General Category', 'Newbie Section ')",349,2015-02-17
"('General Category', 'Referral Links')",290,2015-02-17
"('Community', 'Drug Safety')",6,2015-02-17
"('General Category', 'New Features')",13,2015-02-17
"('General Category', 'Bugs')",16,2015-02-17
"('General Category', 'Product Categories')",20,2015-02-17
"('Offtopic', 'Generic randomness')",18,2015-02-17
"('Official section', 'News')",1,2015-02-17
"('Official section', 'Info')",1,2015-02-17
"('General Category', 'Vendor Discussion')",204,2015-02-17
"('General Category', 'General Discussion')",216,2015-02-19
"('General Category', 'Access vendor-only forum')",1,2015-02-19
"('General Category', 'Security Discussion')",15,2015-02-19
"('General Category', 'Product Offers')",66,2015-02-19
"('Local forums', 'German')",12,2015-02-19
"('Community', 'Philosophy, Economics and Justice')",3,2015-02-19
"('General Category', 'Newbie Section ')",140,2015-02-19
"('General Category', 'Referral Links')",116,2015-02-19
"('Community', 'Drug Safety')",2,2015-02-19
"('General Category', 'New Features')",5,2015-02-19
"('General Category', 'Bugs')",7,2015-02-19
"('General Category', 'Product Categories')",8,2015-02-19
"('Offtopic', 'Generic randomness')",7,2015-02-19
"('Official section', 'News')",1,2015-02-19
"('Official section', 'Info')",1,2015-02-19
"('General Category', 'Vendor Discussion')",82,2015-02-19
"('General Category', 'General Discussion')",539,2015-02-21
"('General Category', 'Access vendor-only forum')",1,2015-02-21
"('General Category', 'Security Discussion')",41,2015-02-21
"('General Category', 'Product Offers')",165,2015-02-21
"('Local forums', 'German')",30,2015-02-21
"('Community', 'Philosophy, Economics and Justice')",6,2015-02-21
"('General Category', 'Newbie Section ')",354,2015-02-21
"('General Category', 'Referral Links')",291,2015-02-21
"('Community', 'Drug Safety')",6,2015-02-21
"('General Category', 'New Features')",13,2015-02-21
"('General Category', 'Bugs')",16,2015-02-21
"('General Category', 'Product Categories')",20,2015-02-21
"('Offtopic', 'Generic randomness')",18,2015-02-21
"('Official section', 'News')",1,2015-02-21
"('Official section', 'Info')",1,2015-02-21
"('General Category', 'Vendor Discussion')",206,2015-02-21
"('General Category', 'General Discussion')",539,2015-02-22
"('General Category', 'Security Discussion')",41,2015-02-22
"('General Category', 'Newbie Section ')",355,2015-02-22
"('General Category', 'Referral Links')",291,2015-02-22
"('Community', 'Drug Safety')",6,2015-02-22
"('Official section', 'News')",1,2015-02-22
"('Official section', 'Info')",1,2015-02-22
"('General Category', 'General Discussion')",542,2015-03-07
"('General Category', 'Access vendor-only forum')",1,2015-03-07
"('General Category', 'Security Discussion')",41,2015-03-07
"('General Category', 'Product Offers')",166,2015-03-07
"('Local forums', 'German')",30,2015-03-07
"('Community', 'Philosophy, Economics and Justice')",6,2015-03-07
"('General Category', 'Newbie Section ')",358,2015-03-07
"('General Category', 'Referral Links')",291,2015-03-07
"('Community', 'Drug Safety')",6,2015-03-07
"('General Category', 'New Features')",13,2015-03-07
"('General Category', 'Bugs')",16,2015-03-07
"('General Category', 'Product Categories')",20,2015-03-07
"('Offtopic', 'Generic randomness')",18,2015-03-07
"('Official section', 'News')",1,2015-03-07
"('Official section', 'Info')",1,2015-03-07
"('General Category', 'Vendor Discussion')",208,2015-03-07
"('General Category', 'General Discussion')",543,2015-03-16
"('General Category', 'Access vendor-only forum')",1,2015-03-16
"('General Category', 'Security Discussion')",41,2015-03-16
"('General Category', 'Product Offers')",168,2015-03-16
"('Local forums', 'German')",30,2015-03-16
"('Community', 'Philosophy, Economics and Justice')",6,2015-03-16
"('General Category', 'Newbie Section ')",362,2015-03-16
"('General Category', 'Referral Links')",291,2015-03-16
"('Community', 'Drug Safety')",6,2015-03-16
"('General Category', 'New Features')",13,2015-03-16
"('General Category', 'Bugs')",16,2015-03-16
"('General Category', 'Product Categories')",20,2015-03-16
"('Offtopic', 'Generic randomness')",18,2015-03-16
"('Official section', 'News')",1,2015-03-16
"('Official section', 'Info')",1,2015-03-16
"('General Category', 'Vendor Discussion')",209,2015-03-16
"('General Category', 'General Discussion')",545,2015-03-19
"('General Category', 'Access vendor-only forum')",1,2015-03-19
"('General Category', 'Security Discussion')",42,2015-03-19
"('General Category', 'Product Offers')",170,2015-03-19
"('Local forums', 'German')",30,2015-03-19
"('Community', 'Philosophy, Economics and Justice')",6,2015-03-19
"('General Category', 'Newbie Section ')",364,2015-03-19
"('General Category', 'Referral Links')",293,2015-03-19
"('Community', 'Drug Safety')",6,2015-03-19
"('General Category', 'New Features')",13,2015-03-19
"('General Category', 'Bugs')",16,2015-03-19
"('General Category', 'Product Categories')",21,2015-03-19
"('Offtopic', 'Generic randomness')",18,2015-03-19
"('Official section', 'News')",1,2015-03-19
"('Official section', 'Info')",1,2015-03-19
"('General Category', 'Vendor Discussion')",212,2015-03-19
"('General Category', 'General Discussion')",547,2015-03-22
"('General Category', 'Access vendor-only forum')",1,2015-03-22
"('General Category', 'Security Discussion')",42,2015-03-22
"('General Category', 'Product Offers')",171,2015-03-22
"('Local forums', 'German')",30,2015-03-22
"('Community', 'Philosophy, Economics and Justice')",6,2015-03-22
"('General Category', 'Newbie Section ')",372,2015-03-22
"('General Category', 'Referral Links')",294,2015-03-22
"('Community', 'Drug Safety')",6,2015-03-22
"('General Category', 'New Features')",13,2015-03-22
"('General Category', 'Bugs')",16,2015-03-22
"('General Category', 'Product Categories')",21,2015-03-22
"('Offtopic', 'Generic randomness')",18,2015-03-22
"('Official section', 'News')",1,2015-03-22
"('Official section', 'Info')",1,2015-03-22
"('General Category', 'Vendor Discussion')",214,2015-03-22
"('General Category', 'General Discussion')",551,2015-04-04
"('General Category', 'Access vendor-only forum')",1,2015-04-04
"('General Category', 'Security Discussion')",42,2015-04-04
"('General Category', 'Product Offers')",173,2015-04-04
"('Local forums', 'German')",30,2015-04-04
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-04
"('General Category', 'Newbie Section ')",383,2015-04-04
"('General Category', 'Referral Links')",297,2015-04-04
"('Community', 'Drug Safety')",6,2015-04-04
"('General Category', 'New Features')",13,2015-04-04
"('General Category', 'Bugs')",16,2015-04-04
"('General Category', 'Product Categories')",21,2015-04-04
"('Offtopic', 'Generic randomness')",18,2015-04-04
"('Official section', 'News')",1,2015-04-04
"('Official section', 'Info')",1,2015-04-04
"('General Category', 'Vendor Discussion')",217,2015-04-04
"('General Category', 'General Discussion')",552,2015-04-05
"('General Category', 'Access vendor-only forum')",1,2015-04-05
"('General Category', 'Security Discussion')",42,2015-04-05
"('General Category', 'Product Offers')",173,2015-04-05
"('Local forums', 'German')",30,2015-04-05
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-05
"('General Category', 'Newbie Section ')",383,2015-04-05
"('General Category', 'Referral Links')",297,2015-04-05
"('Community', 'Drug Safety')",6,2015-04-05
"('General Category', 'New Features')",13,2015-04-05
"('General Category', 'Bugs')",16,2015-04-05
"('General Category', 'Product Categories')",21,2015-04-05
"('Offtopic', 'Generic randomness')",18,2015-04-05
"('Official section', 'News')",1,2015-04-05
"('Official section', 'Info')",1,2015-04-05
"('General Category', 'Vendor Discussion')",217,2015-04-05
"('General Category', 'General Discussion')",552,2015-04-07
"('General Category', 'Access vendor-only forum')",1,2015-04-07
"('General Category', 'Security Discussion')",42,2015-04-07
"('General Category', 'Product Offers')",173,2015-04-07
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-07
"('General Category', 'Newbie Section ')",383,2015-04-07
"('General Category', 'Referral Links')",297,2015-04-07
"('Community', 'Drug Safety')",6,2015-04-07
"('General Category', 'New Features')",13,2015-04-07
"('General Category', 'Bugs')",16,2015-04-07
"('General Category', 'Product Categories')",21,2015-04-07
"('Offtopic', 'Generic randomness')",18,2015-04-07
"('Official section', 'News')",1,2015-04-07
"('Official section', 'Info')",1,2015-04-07
"('General Category', 'Vendor Discussion')",218,2015-04-07
"('General Category', 'General Discussion')",553,2015-04-09
"('General Category', 'Access vendor-only forum')",1,2015-04-09
"('General Category', 'Security Discussion')",43,2015-04-09
"('General Category', 'Product Offers')",173,2015-04-09
"('Local forums', 'German')",30,2015-04-09
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-09
"('General Category', 'Newbie Section ')",382,2015-04-09
"('General Category', 'Referral Links')",299,2015-04-09
"('Community', 'Drug Safety')",6,2015-04-09
"('General Category', 'New Features')",13,2015-04-09
"('General Category', 'Bugs')",16,2015-04-09
"('General Category', 'Product Categories')",21,2015-04-09
"('Offtopic', 'Generic randomness')",18,2015-04-09
"('Official section', 'News')",1,2015-04-09
"('Official section', 'Info')",1,2015-04-09
"('General Category', 'Vendor Discussion')",219,2015-04-09
"('General Category', 'General Discussion')",553,2015-04-10
"('General Category', 'Access vendor-only forum')",1,2015-04-10
"('General Category', 'Security Discussion')",42,2015-04-10
"('General Category', 'Product Offers')",175,2015-04-10
"('Local forums', 'German')",30,2015-04-10
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-10
"('General Category', 'Newbie Section ')",385,2015-04-10
"('General Category', 'Referral Links')",300,2015-04-10
"('Community', 'Drug Safety')",6,2015-04-10
"('General Category', 'New Features')",13,2015-04-10
"('General Category', 'Bugs')",16,2015-04-10
"('General Category', 'Product Categories')",22,2015-04-10
"('Offtopic', 'Generic randomness')",18,2015-04-10
"('Official section', 'News')",1,2015-04-10
"('Official section', 'Info')",1,2015-04-10
"('General Category', 'Vendor Discussion')",219,2015-04-10
"('General Category', 'General Discussion')",554,2015-04-12
"('General Category', 'Access vendor-only forum')",1,2015-04-12
"('General Category', 'Security Discussion')",42,2015-04-12
"('General Category', 'Product Offers')",175,2015-04-12
"('Local forums', 'German')",32,2015-04-12
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-12
"('General Category', 'Newbie Section ')",391,2015-04-12
"('General Category', 'Referral Links')",300,2015-04-12
"('Community', 'Drug Safety')",6,2015-04-12
"('General Category', 'New Features')",14,2015-04-12
"('General Category', 'Bugs')",16,2015-04-12
"('General Category', 'Product Categories')",22,2015-04-12
"('Offtopic', 'Generic randomness')",18,2015-04-12
"('Official section', 'News')",1,2015-04-12
"('Official section', 'Info')",1,2015-04-12
"('General Category', 'Vendor Discussion')",221,2015-04-12
"('General Category', 'General Discussion')",555,2015-04-13
"('General Category', 'Access vendor-only forum')",1,2015-04-13
"('General Category', 'Security Discussion')",42,2015-04-13
"('General Category', 'Product Offers')",176,2015-04-13
"('Local forums', 'German')",32,2015-04-13
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-13
"('General Category', 'Newbie Section ')",387,2015-04-13
"('General Category', 'Referral Links')",300,2015-04-13
"('Community', 'Drug Safety')",6,2015-04-13
"('General Category', 'New Features')",13,2015-04-13
"('General Category', 'Bugs')",16,2015-04-13
"('General Category', 'Product Categories')",21,2015-04-13
"('Offtopic', 'Generic randomness')",18,2015-04-13
"('Official section', 'News')",1,2015-04-13
"('Official section', 'Info')",1,2015-04-13
"('General Category', 'Vendor Discussion')",221,2015-04-13
"('General Category', 'General Discussion')",554,2015-04-14
"('General Category', 'Access vendor-only forum')",1,2015-04-14
"('General Category', 'Security Discussion')",42,2015-04-14
"('General Category', 'Product Offers')",176,2015-04-14
"('Local forums', 'German')",32,2015-04-14
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-14
"('General Category', 'Newbie Section ')",382,2015-04-14
"('General Category', 'Referral Links')",297,2015-04-14
"('Community', 'Drug Safety')",6,2015-04-14
"('General Category', 'New Features')",13,2015-04-14
"('General Category', 'Bugs')",16,2015-04-14
"('General Category', 'Product Categories')",21,2015-04-14
"('Offtopic', 'Generic randomness')",18,2015-04-14
"('Official section', 'News')",1,2015-04-14
"('Official section', 'Info')",1,2015-04-14
"('General Category', 'Vendor Discussion')",221,2015-04-14
"('General Category', 'General Discussion')",555,2015-04-17
"('General Category', 'Access vendor-only forum')",1,2015-04-17
"('General Category', 'Security Discussion')",43,2015-04-17
"('General Category', 'Product Offers')",176,2015-04-17
"('Local forums', 'German')",32,2015-04-17
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-17
"('General Category', 'Newbie Section ')",390,2015-04-17
"('General Category', 'Referral Links')",300,2015-04-17
"('Community', 'Drug Safety')",6,2015-04-17
"('General Category', 'New Features')",13,2015-04-17
"('General Category', 'Bugs')",16,2015-04-17
"('General Category', 'Product Categories')",21,2015-04-17
"('Offtopic', 'Generic randomness')",18,2015-04-17
"('Official section', 'News')",1,2015-04-17
"('Official section', 'Info')",1,2015-04-17
"('General Category', 'Vendor Discussion')",222,2015-04-17
"('General Category', 'General Discussion')",556,2015-04-18
"('General Category', 'Access vendor-only forum')",1,2015-04-18
"('General Category', 'Security Discussion')",43,2015-04-18
"('General Category', 'Product Offers')",176,2015-04-18
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-18
"('General Category', 'Newbie Section ')",390,2015-04-18
"('General Category', 'Referral Links')",301,2015-04-18
"('Community', 'Drug Safety')",6,2015-04-18
"('General Category', 'New Features')",13,2015-04-18
"('General Category', 'Bugs')",16,2015-04-18
"('General Category', 'Product Categories')",21,2015-04-18
"('Official section', 'News')",1,2015-04-18
"('Official section', 'Info')",1,2015-04-18
"('General Category', 'Vendor Discussion')",222,2015-04-18
"('General Category', 'Access vendor-only forum')",1,2015-04-19
"('Community', 'Drug Safety')",6,2015-04-19
"('General Category', 'Bugs')",16,2015-04-19
"('Official section', 'Info')",1,2015-04-19
"('General Category', 'Referral Links')",301,2015-04-22
"('General Category', 'General Discussion')",557,2015-04-23
"('General Category', 'Access vendor-only forum')",1,2015-04-23
"('General Category', 'Security Discussion')",42,2015-04-23
"('General Category', 'Product Offers')",176,2015-04-23
"('Local forums', 'German')",32,2015-04-23
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-23
"('General Category', 'Newbie Section ')",388,2015-04-23
"('General Category', 'Referral Links')",301,2015-04-23
"('Community', 'Drug Safety')",6,2015-04-23
"('General Category', 'New Features')",13,2015-04-23
"('General Category', 'Bugs')",16,2015-04-23
"('General Category', 'Product Categories')",21,2015-04-23
"('Offtopic', 'Generic randomness')",18,2015-04-23
"('Official section', 'News')",1,2015-04-23
"('Official section', 'Info')",1,2015-04-23
"('General Category', 'Vendor Discussion')",222,2015-04-23
"('General Category', 'General Discussion')",556,2015-04-25
"('General Category', 'Access vendor-only forum')",1,2015-04-25
"('General Category', 'Security Discussion')",42,2015-04-25
"('General Category', 'Product Offers')",176,2015-04-25
"('Local forums', 'German')",12,2015-04-25
"('Community', 'Philosophy, Economics and Justice')",6,2015-04-25
"('General Category', 'Newbie Section ')",160,2015-04-25
"('General Category', 'Referral Links')",121,2015-04-25
"('Community', 'Drug Safety')",6,2015-04-25
"('General Category', 'New Features')",6,2015-04-25
"('Offtopic', 'Generic randomness')",8,2015-04-25
"('Official section', 'News')",1,2015-04-25
"('Official section', 'Info')",1,2015-04-25
"('General Category', 'Vendor Discussion')",222,2015-04-25
"('General Category', 'General Discussion')",224,2015-04-27
"('General Category', 'Access vendor-only forum')",1,2015-04-27
"('General Category', 'Security Discussion')",18,2015-04-27
"('General Category', 'Product Offers')",70,2015-04-27
"('Local forums', 'German')",12,2015-04-27
"('Community', 'Philosophy, Economics and Justice')",3,2015-04-27
"('General Category', 'Newbie Section ')",163,2015-04-27
"('General Category', 'Referral Links')",121,2015-04-27
"('Community', 'Drug Safety')",2,2015-04-27
"('General Category', 'New Features')",5,2015-04-27
"('General Category', 'Bugs')",7,2015-04-27
"('General Category', 'Product Categories')",9,2015-04-27
"('Offtopic', 'Generic randomness')",8,2015-04-27
"('Official section', 'News')",1,2015-04-27
"('Official section', 'Info')",1,2015-04-27
"('General Category', 'Vendor Discussion')",90,2015-04-27
"('General Category', 'General Discussion')",224,2015-04-30
"('General Category', 'Access vendor-only forum')",1,2015-04-30
"('General Category', 'Security Discussion')",18,2015-04-30
"('General Category', 'Product Offers')",70,2015-04-30
"('Local forums', 'German')",12,2015-04-30
"('Community', 'Philosophy, Economics and Justice')",3,2015-04-30
"('General Category', 'Newbie Section ')",164,2015-04-30
"('General Category', 'Referral Links')",121,2015-04-30
"('Community', 'Drug Safety')",2,2015-04-30
"('General Category', 'New Features')",5,2015-04-30
"('General Category', 'Bugs')",7,2015-04-30
"('General Category', 'Product Categories')",9,2015-04-30
"('Offtopic', 'Generic randomness')",8,2015-04-30
"('Official section', 'News')",1,2015-04-30
"('Official section', 'Info')",1,2015-04-30
"('General Category', 'Vendor Discussion')",90,2015-04-30
"('General Category', 'General Discussion')",225,2015-05-01
"('General Category', 'Access vendor-only forum')",1,2015-05-01
"('General Category', 'Security Discussion')",18,2015-05-01
"('General Category', 'Product Offers')",70,2015-05-01
"('Local forums', 'German')",12,2015-05-01
"('Community', 'Philosophy, Economics and Justice')",3,2015-05-01
"('General Category', 'Newbie Section ')",165,2015-05-01
"('General Category', 'Referral Links')",121,2015-05-01
"('Community', 'Drug Safety')",2,2015-05-01
"('General Category', 'New Features')",5,2015-05-01
