index,board,nPages,date,nTopics_est
6,"('General Category', 'Newbie Section ')",264,2014-12-07,13175
7,"('General Category', 'Referral Links')",165,2014-12-07,8225
8,"('Community', 'Drug Safety')",4,2014-12-07,175
9,"('General Category', 'New Features')",11,2014-12-07,525
10,"('General Category', 'Bugs')",15,2014-12-07,725
11,"('General Category', 'Product Categories')",18,2014-12-07,875
12,"('Offtopic', 'Generic randomness')",16,2014-12-07,775
13,"('Official section', 'News')",1,2014-12-07,25
14,"('Official section', 'Info')",1,2014-12-07,25
15,"('General Category', 'Vendor Discussion')",180,2014-12-07,8975
0,"('General Category', 'General Discussion')",504,2014-12-09,25175
1,"('General Category', 'Access vendor-only forum')",1,2014-12-09,25
2,"('General Category', 'Security Discussion')",36,2014-12-09,1775
3,"('General Category', 'Product Offers')",143,2014-12-09,7125
4,"('Local forums', 'German')",26,2014-12-09,1275
5,"('Community', 'Philosophy, Economics and Justice')",5,2014-12-09,225
6,"('General Category', 'Newbie Section ')",266,2014-12-09,13275
7,"('General Category', 'Referral Links')",165,2014-12-09,8225
8,"('Community', 'Drug Safety')",4,2014-12-09,175
9,"('General Category', 'New Features')",11,2014-12-09,525
10,"('General Category', 'Bugs')",15,2014-12-09,725
11,"('General Category', 'Product Categories')",18,2014-12-09,875
12,"('Offtopic', 'Generic randomness')",16,2014-12-09,775
13,"('Official section', 'News')",1,2014-12-09,25
14,"('Official section', 'Info')",1,2014-12-09,25
0,"('General Category', 'General Discussion')",506,2014-12-12,25275
1,"('General Category', 'Access vendor-only forum')",1,2014-12-12,25
2,"('General Category', 'Security Discussion')",36,2014-12-12,1775
3,"('General Category', 'Product Offers')",143,2014-12-12,7125
4,"('Local forums', 'German')",26,2014-12-12,1275
5,"('Community', 'Philosophy, Economics and Justice')",5,2014-12-12,225
6,"('General Category', 'Newbie Section ')",265,2014-12-12,13225
7,"('General Category', 'Referral Links')",165,2014-12-12,8225
8,"('Community', 'Drug Safety')",4,2014-12-12,175
9,"('General Category', 'New Features')",11,2014-12-12,525
10,"('General Category', 'Bugs')",15,2014-12-12,725
11,"('General Category', 'Product Categories')",18,2014-12-12,875
12,"('Offtopic', 'Generic randomness')",16,2014-12-12,775
13,"('Official section', 'News')",1,2014-12-12,25
14,"('Official section', 'Info')",1,2014-12-12,25
15,"('General Category', 'Vendor Discussion')",182,2014-12-12,9075
0,"('General Category', 'General Discussion')",204,2014-12-15,10175
1,"('General Category', 'Access vendor-only forum')",1,2014-12-15,25
2,"('General Category', 'Security Discussion')",15,2014-12-15,725
3,"('General Category', 'Product Offers')",58,2014-12-15,2875
4,"('Local forums', 'German')",11,2014-12-15,525
5,"('Community', 'Philosophy, Economics and Justice')",3,2014-12-15,125
6,"('General Category', 'Newbie Section ')",110,2014-12-15,5475
7,"('General Category', 'Referral Links')",67,2014-12-15,3325
8,"('Community', 'Drug Safety')",1,2014-12-15,25
9,"('General Category', 'New Features')",5,2014-12-15,225
10,"('General Category', 'Bugs')",6,2014-12-15,275
11,"('General Category', 'Product Categories')",8,2014-12-15,375
12,"('Offtopic', 'Generic randomness')",7,2014-12-15,325
13,"('Official section', 'News')",1,2014-12-15,25
14,"('Official section', 'Info')",1,2014-12-15,25
15,"('General Category', 'Vendor Discussion')",74,2014-12-15,3675
0,"('General Category', 'General Discussion')",509,2014-12-17,25425
1,"('General Category', 'Access vendor-only forum')",1,2014-12-17,25
2,"('General Category', 'Security Discussion')",37,2014-12-17,1825
3,"('General Category', 'Product Offers')",145,2014-12-17,7225
4,"('Local forums', 'German')",26,2014-12-17,1275
5,"('Community', 'Philosophy, Economics and Justice')",6,2014-12-17,275
6,"('General Category', 'Newbie Section ')",283,2014-12-17,14125
7,"('General Category', 'Referral Links')",167,2014-12-17,8325
8,"('Community', 'Drug Safety')",5,2014-12-17,225
9,"('General Category', 'New Features')",13,2014-12-17,625
10,"('General Category', 'Bugs')",15,2014-12-17,725
11,"('General Category', 'Product Categories')",18,2014-12-17,875
12,"('Offtopic', 'Generic randomness')",17,2014-12-17,825
13,"('Official section', 'News')",1,2014-12-17,25
14,"('Official section', 'Info')",1,2014-12-17,25
15,"('General Category', 'Vendor Discussion')",185,2014-12-17,9225
0,"('General Category', 'General Discussion')",205,2014-12-20,10225
1,"('General Category', 'Access vendor-only forum')",1,2014-12-20,25
2,"('General Category', 'Security Discussion')",15,2014-12-20,725
3,"('General Category', 'Product Offers')",59,2014-12-20,2925
4,"('Local forums', 'German')",11,2014-12-20,525
5,"('Community', 'Philosophy, Economics and Justice')",3,2014-12-20,125
6,"('General Category', 'Newbie Section ')",116,2014-12-20,5775
7,"('General Category', 'Referral Links')",67,2014-12-20,3325
8,"('Community', 'Drug Safety')",1,2014-12-20,25
9,"('General Category', 'New Features')",5,2014-12-20,225
10,"('General Category', 'Bugs')",7,2014-12-20,325
11,"('General Category', 'Product Categories')",8,2014-12-20,375
12,"('Offtopic', 'Generic randomness')",7,2014-12-20,325
13,"('Official section', 'News')",1,2014-12-20,25
14,"('Official section', 'Info')",1,2014-12-20,25
15,"('General Category', 'Vendor Discussion')",75,2014-12-20,3725
0,"('General Category', 'General Discussion')",205,2014-12-21,10225
1,"('General Category', 'Access vendor-only forum')",1,2014-12-21,25
2,"('General Category', 'Security Discussion')",15,2014-12-21,725
3,"('General Category', 'Product Offers')",59,2014-12-21,2925
4,"('Local forums', 'German')",11,2014-12-21,525
5,"('Community', 'Philosophy, Economics and Justice')",3,2014-12-21,125
6,"('General Category', 'Newbie Section ')",110,2014-12-21,5475
7,"('General Category', 'Referral Links')",65,2014-12-21,3225
8,"('Community', 'Drug Safety')",1,2014-12-21,25
9,"('General Category', 'New Features')",5,2014-12-21,225
10,"('General Category', 'Bugs')",6,2014-12-21,275
11,"('General Category', 'Product Categories')",8,2014-12-21,375
12,"('Official section', 'News')",1,2014-12-21,25
13,"('Official section', 'Info')",1,2014-12-21,25
14,"('General Category', 'Vendor Discussion')",75,2014-12-21,3725
0,"('General Category', 'General Discussion')",512,2014-12-24,25575
1,"('General Category', 'Access vendor-only forum')",1,2014-12-24,25
2,"('General Category', 'Security Discussion')",37,2014-12-24,1825
3,"('General Category', 'Product Offers')",147,2014-12-24,7325
4,"('Local forums', 'German')",27,2014-12-24,1325
5,"('Community', 'Philosophy, Economics and Justice')",6,2014-12-24,275
6,"('General Category', 'Newbie Section ')",280,2014-12-24,13975
7,"('General Category', 'Referral Links')",162,2014-12-24,8075
8,"('Community', 'Drug Safety')",5,2014-12-24,225
9,"('General Category', 'New Features')",11,2014-12-24,525
10,"('General Category', 'Bugs')",15,2014-12-24,725
11,"('General Category', 'Product Categories')",18,2014-12-24,875
12,"('Offtopic', 'Generic randomness')",17,2014-12-24,825
13,"('Official section', 'News')",1,2014-12-24,25
14,"('Official section', 'Info')",1,2014-12-24,25
15,"('General Category', 'Vendor Discussion')",187,2014-12-24,9325
0,"('General Category', 'General Discussion')",206,2014-12-26,10275
1,"('General Category', 'Access vendor-only forum')",1,2014-12-26,25
2,"('General Category', 'Security Discussion')",15,2014-12-26,725
3,"('General Category', 'Product Offers')",60,2014-12-26,2975
4,"('Local forums', 'German')",11,2014-12-26,525
5,"('Community', 'Philosophy, Economics and Justice')",3,2014-12-26,125
6,"('General Category', 'Newbie Section ')",113,2014-12-26,5625
7,"('General Category', 'Referral Links')",65,2014-12-26,3225
8,"('Community', 'Drug Safety')",1,2014-12-26,25
9,"('General Category', 'New Features')",5,2014-12-26,225
10,"('General Category', 'Bugs')",6,2014-12-26,275
11,"('General Category', 'Product Categories')",8,2014-12-26,375
12,"('Offtopic', 'Generic randomness')",7,2014-12-26,325
13,"('Official section', 'News')",1,2014-12-26,25
14,"('Official section', 'Info')",1,2014-12-26,25
15,"('General Category', 'Vendor Discussion')",75,2014-12-26,3725
0,"('General Category', 'General Discussion')",207,2014-12-28,10325
1,"('General Category', 'Access vendor-only forum')",1,2014-12-28,25
2,"('General Category', 'Security Discussion')",15,2014-12-28,725
3,"('General Category', 'Product Offers')",60,2014-12-28,2975
4,"('Local forums', 'German')",11,2014-12-28,525
5,"('Community', 'Philosophy, Economics and Justice')",3,2014-12-28,125
6,"('General Category', 'Newbie Section ')",114,2014-12-28,5675
7,"('General Category', 'Referral Links')",65,2014-12-28,3225
8,"('Community', 'Drug Safety')",1,2014-12-28,25
9,"('General Category', 'New Features')",5,2014-12-28,225
10,"('General Category', 'Bugs')",6,2014-12-28,275
11,"('General Category', 'Product Categories')",8,2014-12-28,375
12,"('Offtopic', 'Generic randomness')",7,2014-12-28,325
13,"('Official section', 'News')",1,2014-12-28,25
14,"('Official section', 'Info')",1,2014-12-28,25
15,"('General Category', 'Vendor Discussion')",76,2014-12-28,3775
0,"('General Category', 'General Discussion')",518,2014-12-30,25875
1,"('General Category', 'Access vendor-only forum')",1,2014-12-30,25
2,"('General Category', 'Security Discussion')",37,2014-12-30,1825
3,"('General Category', 'Product Offers')",150,2014-12-30,7475
4,"('Local forums', 'German')",27,2014-12-30,1325
5,"('Community', 'Philosophy, Economics and Justice')",6,2014-12-30,275
6,"('General Category', 'Newbie Section ')",288,2014-12-30,14375
7,"('General Category', 'Referral Links')",163,2014-12-30,8125
8,"('Community', 'Drug Safety')",5,2014-12-30,225
9,"('General Category', 'New Features')",13,2014-12-30,625
10,"('General Category', 'Bugs')",15,2014-12-30,725
11,"('General Category', 'Product Categories')",19,2014-12-30,925
12,"('Offtopic', 'Generic randomness')",17,2014-12-30,825
13,"('Official section', 'News')",1,2014-12-30,25
14,"('Official section', 'Info')",1,2014-12-30,25
15,"('General Category', 'Vendor Discussion')",190,2014-12-30,9475
0,"('General Category', 'General Discussion')",519,2015-01-04,25925
1,"('General Category', 'Access vendor-only forum')",1,2015-01-04,25
2,"('General Category', 'Security Discussion')",37,2015-01-04,1825
3,"('Local forums', 'German')",28,2015-01-04,1375
4,"('Community', 'Philosophy, Economics and Justice')",6,2015-01-04,275
5,"('General Category', 'Newbie Section ')",290,2015-01-04,14475
6,"('General Category', 'Referral Links')",163,2015-01-04,8125
7,"('Community', 'Drug Safety')",5,2015-01-04,225
8,"('General Category', 'New Features')",13,2015-01-04,625
9,"('General Category', 'Bugs')",15,2015-01-04,725
10,"('General Category', 'Product Categories')",19,2015-01-04,925
11,"('Offtopic', 'Generic randomness')",17,2015-01-04,825
12,"('Official section', 'News')",1,2015-01-04,25
13,"('Official section', 'Info')",1,2015-01-04,25
14,"('General Category', 'Vendor Discussion')",190,2015-01-04,9475
0,"('General Category', 'General Discussion')",210,2015-01-06,10475
1,"('General Category', 'Access vendor-only forum')",1,2015-01-06,25
2,"('General Category', 'Security Discussion')",15,2015-01-06,725
3,"('General Category', 'Product Offers')",61,2015-01-06,3025
4,"('Local forums', 'German')",12,2015-01-06,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-01-06,125
6,"('General Category', 'Newbie Section ')",122,2015-01-06,6075
7,"('General Category', 'Referral Links')",93,2015-01-06,4625
8,"('Community', 'Drug Safety')",1,2015-01-06,25
9,"('General Category', 'New Features')",5,2015-01-06,225
10,"('General Category', 'Bugs')",7,2015-01-06,325
11,"('General Category', 'Product Categories')",8,2015-01-06,375
12,"('Offtopic', 'Generic randomness')",7,2015-01-06,325
13,"('Official section', 'News')",1,2015-01-06,25
14,"('Official section', 'Info')",1,2015-01-06,25
15,"('General Category', 'Vendor Discussion')",77,2015-01-06,3825
0,"('General Category', 'General Discussion')",210,2015-01-07,10475
1,"('General Category', 'Access vendor-only forum')",1,2015-01-07,25
2,"('General Category', 'Security Discussion')",15,2015-01-07,725
3,"('General Category', 'Product Offers')",61,2015-01-07,3025
4,"('Local forums', 'German')",12,2015-01-07,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-01-07,125
6,"('General Category', 'Newbie Section ')",123,2015-01-07,6125
7,"('General Category', 'Referral Links')",101,2015-01-07,5025
8,"('Community', 'Drug Safety')",1,2015-01-07,25
9,"('General Category', 'New Features')",5,2015-01-07,225
10,"('General Category', 'Bugs')",7,2015-01-07,325
11,"('General Category', 'Product Categories')",8,2015-01-07,375
12,"('Offtopic', 'Generic randomness')",7,2015-01-07,325
13,"('Official section', 'News')",1,2015-01-07,25
14,"('Official section', 'Info')",1,2015-01-07,25
15,"('General Category', 'Vendor Discussion')",77,2015-01-07,3825
0,"('General Category', 'General Discussion')",211,2015-01-14,10525
1,"('General Category', 'Access vendor-only forum')",1,2015-01-14,25
2,"('General Category', 'Security Discussion')",15,2015-01-14,725
3,"('General Category', 'Product Offers')",62,2015-01-14,3075
4,"('Local forums', 'German')",12,2015-01-14,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-01-14,125
6,"('General Category', 'Newbie Section ')",124,2015-01-14,6175
7,"('General Category', 'Referral Links')",108,2015-01-14,5375
8,"('Community', 'Drug Safety')",1,2015-01-14,25
9,"('General Category', 'New Features')",5,2015-01-14,225
10,"('General Category', 'Bugs')",7,2015-01-14,325
11,"('General Category', 'Product Categories')",8,2015-01-14,375
12,"('Offtopic', 'Generic randomness')",7,2015-01-14,325
13,"('Official section', 'News')",1,2015-01-14,25
14,"('Official section', 'Info')",1,2015-01-14,25
15,"('General Category', 'Vendor Discussion')",78,2015-01-14,3875
0,"('General Category', 'General Discussion')",211,2015-01-15,10525
0,"('General Category', 'General Discussion')",211,2015-01-16,10525
1,"('General Category', 'Access vendor-only forum')",1,2015-01-16,25
2,"('General Category', 'Security Discussion')",15,2015-01-16,725
3,"('General Category', 'Product Offers')",62,2015-01-16,3075
4,"('Local forums', 'German')",12,2015-01-16,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-01-16,125
6,"('General Category', 'Newbie Section ')",129,2015-01-16,6425
7,"('General Category', 'Referral Links')",108,2015-01-16,5375
8,"('Community', 'Drug Safety')",1,2015-01-16,25
9,"('General Category', 'New Features')",5,2015-01-16,225
10,"('General Category', 'Bugs')",7,2015-01-16,325
11,"('General Category', 'Product Categories')",8,2015-01-16,375
12,"('Offtopic', 'Generic randomness')",7,2015-01-16,325
13,"('Official section', 'News')",1,2015-01-16,25
14,"('Official section', 'Info')",1,2015-01-16,25
15,"('General Category', 'Vendor Discussion')",78,2015-01-16,3875
0,"('General Category', 'General Discussion')",212,2015-01-21,10575
1,"('General Category', 'Access vendor-only forum')",1,2015-01-21,25
2,"('General Category', 'Security Discussion')",15,2015-01-21,725
3,"('General Category', 'Product Offers')",63,2015-01-21,3125
4,"('Local forums', 'German')",12,2015-01-21,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-01-21,125
6,"('General Category', 'Newbie Section ')",133,2015-01-21,6625
7,"('General Category', 'Referral Links')",110,2015-01-21,5475
8,"('Community', 'Drug Safety')",1,2015-01-21,25
9,"('General Category', 'New Features')",5,2015-01-21,225
10,"('General Category', 'Bugs')",7,2015-01-21,325
11,"('General Category', 'Product Categories')",8,2015-01-21,375
12,"('Offtopic', 'Generic randomness')",7,2015-01-21,325
13,"('Official section', 'News')",1,2015-01-21,25
14,"('Official section', 'Info')",1,2015-01-21,25
15,"('General Category', 'Vendor Discussion')",79,2015-01-21,3925
0,"('General Category', 'General Discussion')",212,2015-01-24,10575
1,"('General Category', 'Access vendor-only forum')",1,2015-01-24,25
2,"('General Category', 'Security Discussion')",15,2015-01-24,725
3,"('General Category', 'Product Offers')",63,2015-01-24,3125
4,"('Local forums', 'German')",12,2015-01-24,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-01-24,125
6,"('General Category', 'Newbie Section ')",134,2015-01-24,6675
7,"('General Category', 'Referral Links')",113,2015-01-24,5625
8,"('Community', 'Drug Safety')",1,2015-01-24,25
9,"('General Category', 'New Features')",5,2015-01-24,225
10,"('General Category', 'Bugs')",7,2015-01-24,325
11,"('General Category', 'Product Categories')",8,2015-01-24,375
12,"('Offtopic', 'Generic randomness')",7,2015-01-24,325
13,"('Official section', 'News')",1,2015-01-24,25
14,"('Official section', 'Info')",1,2015-01-24,25
15,"('General Category', 'Vendor Discussion')",79,2015-01-24,3925
0,"('General Category', 'General Discussion')",213,2015-01-29,10625
1,"('General Category', 'Access vendor-only forum')",1,2015-01-29,25
2,"('General Category', 'Security Discussion')",15,2015-01-29,725
3,"('General Category', 'Product Offers')",63,2015-01-29,3125
4,"('Local forums', 'German')",12,2015-01-29,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-01-29,125
6,"('General Category', 'Newbie Section ')",135,2015-01-29,6725
7,"('General Category', 'Referral Links')",115,2015-01-29,5725
8,"('Community', 'Drug Safety')",1,2015-01-29,25
9,"('General Category', 'New Features')",5,2015-01-29,225
10,"('General Category', 'Bugs')",7,2015-01-29,325
11,"('General Category', 'Product Categories')",8,2015-01-29,375
12,"('Offtopic', 'Generic randomness')",7,2015-01-29,325
13,"('Official section', 'News')",1,2015-01-29,25
14,"('Official section', 'Info')",1,2015-01-29,25
15,"('General Category', 'Vendor Discussion')",80,2015-01-29,3975
0,"('General Category', 'General Discussion')",213,2015-02-01,10625
1,"('General Category', 'Access vendor-only forum')",1,2015-02-01,25
2,"('General Category', 'Security Discussion')",15,2015-02-01,725
3,"('General Category', 'Product Offers')",63,2015-02-01,3125
4,"('Local forums', 'German')",12,2015-02-01,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-02-01,125
6,"('General Category', 'Newbie Section ')",135,2015-02-01,6725
7,"('General Category', 'Referral Links')",115,2015-02-01,5725
8,"('Community', 'Drug Safety')",1,2015-02-01,25
9,"('General Category', 'New Features')",5,2015-02-01,225
10,"('General Category', 'Bugs')",7,2015-02-01,325
11,"('General Category', 'Product Categories')",8,2015-02-01,375
12,"('Offtopic', 'Generic randomness')",7,2015-02-01,325
13,"('Official section', 'News')",1,2015-02-01,25
14,"('Official section', 'Info')",1,2015-02-01,25
15,"('General Category', 'Vendor Discussion')",80,2015-02-01,3975
0,"('General Category', 'General Discussion')",213,2015-02-02,10625
1,"('General Category', 'Access vendor-only forum')",1,2015-02-02,25
2,"('General Category', 'Security Discussion')",15,2015-02-02,725
3,"('General Category', 'Product Offers')",63,2015-02-02,3125
4,"('Local forums', 'German')",12,2015-02-02,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-02-02,125
6,"('General Category', 'Newbie Section ')",135,2015-02-02,6725
7,"('General Category', 'Referral Links')",116,2015-02-02,5775
8,"('Community', 'Drug Safety')",1,2015-02-02,25
9,"('General Category', 'New Features')",5,2015-02-02,225
10,"('General Category', 'Bugs')",7,2015-02-02,325
11,"('General Category', 'Product Categories')",8,2015-02-02,375
12,"('Offtopic', 'Generic randomness')",7,2015-02-02,325
13,"('Official section', 'News')",1,2015-02-02,25
14,"('Official section', 'Info')",1,2015-02-02,25
15,"('General Category', 'Vendor Discussion')",80,2015-02-02,3975
0,"('General Category', 'General Discussion')",533,2015-02-03,26625
1,"('General Category', 'Access vendor-only forum')",1,2015-02-03,25
2,"('General Category', 'Security Discussion')",40,2015-02-03,1975
3,"('General Category', 'Product Offers')",159,2015-02-03,7925
4,"('Local forums', 'German')",29,2015-02-03,1425
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-02-03,275
6,"('General Category', 'Newbie Section ')",343,2015-02-03,17125
7,"('General Category', 'Referral Links')",116,2015-02-03,5775
8,"('Community', 'Drug Safety')",5,2015-02-03,225
9,"('General Category', 'New Features')",13,2015-02-03,625
10,"('General Category', 'Bugs')",16,2015-02-03,775
11,"('General Category', 'Product Categories')",8,2015-02-03,375
12,"('Offtopic', 'Generic randomness')",18,2015-02-03,875
13,"('Official section', 'News')",1,2015-02-03,25
14,"('Official section', 'Info')",1,2015-02-03,25
15,"('General Category', 'Vendor Discussion')",200,2015-02-03,9975
0,"('General Category', 'General Discussion')",214,2015-02-05,10675
1,"('General Category', 'Access vendor-only forum')",1,2015-02-05,25
2,"('General Category', 'Security Discussion')",15,2015-02-05,725
3,"('General Category', 'Product Offers')",63,2015-02-05,3125
4,"('Local forums', 'German')",12,2015-02-05,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-02-05,125
6,"('General Category', 'Newbie Section ')",137,2015-02-05,6825
7,"('General Category', 'Referral Links')",116,2015-02-05,5775
8,"('Community', 'Drug Safety')",1,2015-02-05,25
9,"('General Category', 'New Features')",5,2015-02-05,225
10,"('General Category', 'Bugs')",7,2015-02-05,325
11,"('General Category', 'Product Categories')",8,2015-02-05,375
12,"('Offtopic', 'Generic randomness')",7,2015-02-05,325
13,"('Official section', 'News')",1,2015-02-05,25
14,"('Official section', 'Info')",1,2015-02-05,25
15,"('General Category', 'Vendor Discussion')",80,2015-02-05,3975
0,"('General Category', 'General Discussion')",214,2015-02-09,10675
1,"('General Category', 'Access vendor-only forum')",1,2015-02-09,25
2,"('General Category', 'Security Discussion')",15,2015-02-09,725
3,"('General Category', 'Product Offers')",65,2015-02-09,3225
4,"('Local forums', 'German')",12,2015-02-09,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-02-09,125
6,"('General Category', 'Newbie Section ')",140,2015-02-09,6975
7,"('General Category', 'Referral Links')",116,2015-02-09,5775
8,"('Community', 'Drug Safety')",1,2015-02-09,25
9,"('General Category', 'New Features')",5,2015-02-09,225
10,"('General Category', 'Bugs')",7,2015-02-09,325
11,"('General Category', 'Product Categories')",8,2015-02-09,375
12,"('Offtopic', 'Generic randomness')",7,2015-02-09,325
13,"('Official section', 'News')",1,2015-02-09,25
14,"('Official section', 'Info')",1,2015-02-09,25
15,"('General Category', 'Vendor Discussion')",81,2015-02-09,4025
0,"('General Category', 'General Discussion')",215,2015-02-11,10725
1,"('General Category', 'Access vendor-only forum')",1,2015-02-11,25
2,"('General Category', 'Security Discussion')",15,2015-02-11,725
3,"('General Category', 'Product Offers')",65,2015-02-11,3225
4,"('Local forums', 'German')",12,2015-02-11,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-02-11,125
6,"('General Category', 'Newbie Section ')",141,2015-02-11,7025
7,"('General Category', 'Referral Links')",116,2015-02-11,5775
8,"('Community', 'Drug Safety')",2,2015-02-11,75
9,"('General Category', 'New Features')",5,2015-02-11,225
10,"('General Category', 'Bugs')",7,2015-02-11,325
11,"('General Category', 'Product Categories')",8,2015-02-11,375
12,"('Offtopic', 'Generic randomness')",7,2015-02-11,325
13,"('Official section', 'News')",1,2015-02-11,25
14,"('Official section', 'Info')",1,2015-02-11,25
15,"('General Category', 'Vendor Discussion')",81,2015-02-11,4025
0,"('General Category', 'General Discussion')",537,2015-02-17,26825
1,"('General Category', 'Access vendor-only forum')",1,2015-02-17,25
2,"('General Category', 'Security Discussion')",40,2015-02-17,1975
3,"('General Category', 'Product Offers')",163,2015-02-17,8125
4,"('Local forums', 'German')",30,2015-02-17,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-02-17,275
6,"('General Category', 'Newbie Section ')",349,2015-02-17,17425
7,"('General Category', 'Referral Links')",290,2015-02-17,14475
8,"('Community', 'Drug Safety')",6,2015-02-17,275
9,"('General Category', 'New Features')",13,2015-02-17,625
10,"('General Category', 'Bugs')",16,2015-02-17,775
11,"('General Category', 'Product Categories')",20,2015-02-17,975
12,"('Offtopic', 'Generic randomness')",18,2015-02-17,875
13,"('Official section', 'News')",1,2015-02-17,25
14,"('Official section', 'Info')",1,2015-02-17,25
15,"('General Category', 'Vendor Discussion')",204,2015-02-17,10175
0,"('General Category', 'General Discussion')",216,2015-02-19,10775
1,"('General Category', 'Access vendor-only forum')",1,2015-02-19,25
2,"('General Category', 'Security Discussion')",15,2015-02-19,725
3,"('General Category', 'Product Offers')",66,2015-02-19,3275
4,"('Local forums', 'German')",12,2015-02-19,575
5,"('Community', 'Philosophy, Economics and Justice')",3,2015-02-19,125
6,"('General Category', 'Newbie Section ')",140,2015-02-19,6975
7,"('General Category', 'Referral Links')",116,2015-02-19,5775
8,"('Community', 'Drug Safety')",2,2015-02-19,75
9,"('General Category', 'New Features')",5,2015-02-19,225
10,"('General Category', 'Bugs')",7,2015-02-19,325
11,"('General Category', 'Product Categories')",8,2015-02-19,375
12,"('Offtopic', 'Generic randomness')",7,2015-02-19,325
13,"('Official section', 'News')",1,2015-02-19,25
14,"('Official section', 'Info')",1,2015-02-19,25
15,"('General Category', 'Vendor Discussion')",82,2015-02-19,4075
0,"('General Category', 'General Discussion')",539,2015-02-21,26925
1,"('General Category', 'Access vendor-only forum')",1,2015-02-21,25
2,"('General Category', 'Security Discussion')",41,2015-02-21,2025
3,"('General Category', 'Product Offers')",165,2015-02-21,8225
4,"('Local forums', 'German')",30,2015-02-21,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-02-21,275
6,"('General Category', 'Newbie Section ')",354,2015-02-21,17675
7,"('General Category', 'Referral Links')",291,2015-02-21,14525
8,"('Community', 'Drug Safety')",6,2015-02-21,275
9,"('General Category', 'New Features')",13,2015-02-21,625
10,"('General Category', 'Bugs')",16,2015-02-21,775
11,"('General Category', 'Product Categories')",20,2015-02-21,975
12,"('Offtopic', 'Generic randomness')",18,2015-02-21,875
13,"('Official section', 'News')",1,2015-02-21,25
14,"('Official section', 'Info')",1,2015-02-21,25
15,"('General Category', 'Vendor Discussion')",206,2015-02-21,10275
0,"('General Category', 'General Discussion')",539,2015-02-22,26925
1,"('General Category', 'Security Discussion')",41,2015-02-22,2025
2,"('General Category', 'Newbie Section ')",355,2015-02-22,17725
3,"('General Category', 'Referral Links')",291,2015-02-22,14525
4,"('Community', 'Drug Safety')",6,2015-02-22,275
5,"('Official section', 'News')",1,2015-02-22,25
6,"('Official section', 'Info')",1,2015-02-22,25
0,"('General Category', 'General Discussion')",542,2015-03-07,27075
1,"('General Category', 'Access vendor-only forum')",1,2015-03-07,25
2,"('General Category', 'Security Discussion')",41,2015-03-07,2025
3,"('General Category', 'Product Offers')",166,2015-03-07,8275
4,"('Local forums', 'German')",30,2015-03-07,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-03-07,275
6,"('General Category', 'Newbie Section ')",358,2015-03-07,17875
7,"('General Category', 'Referral Links')",291,2015-03-07,14525
8,"('Community', 'Drug Safety')",6,2015-03-07,275
9,"('General Category', 'New Features')",13,2015-03-07,625
10,"('General Category', 'Bugs')",16,2015-03-07,775
11,"('General Category', 'Product Categories')",20,2015-03-07,975
12,"('Offtopic', 'Generic randomness')",18,2015-03-07,875
13,"('Official section', 'News')",1,2015-03-07,25
14,"('Official section', 'Info')",1,2015-03-07,25
15,"('General Category', 'Vendor Discussion')",208,2015-03-07,10375
0,"('General Category', 'General Discussion')",543,2015-03-16,27125
1,"('General Category', 'Access vendor-only forum')",1,2015-03-16,25
2,"('General Category', 'Security Discussion')",41,2015-03-16,2025
3,"('General Category', 'Product Offers')",168,2015-03-16,8375
4,"('Local forums', 'German')",30,2015-03-16,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-03-16,275
6,"('General Category', 'Newbie Section ')",362,2015-03-16,18075
7,"('General Category', 'Referral Links')",291,2015-03-16,14525
8,"('Community', 'Drug Safety')",6,2015-03-16,275
9,"('General Category', 'New Features')",13,2015-03-16,625
10,"('General Category', 'Bugs')",16,2015-03-16,775
11,"('General Category', 'Product Categories')",20,2015-03-16,975
12,"('Offtopic', 'Generic randomness')",18,2015-03-16,875
13,"('Official section', 'News')",1,2015-03-16,25
14,"('Official section', 'Info')",1,2015-03-16,25
15,"('General Category', 'Vendor Discussion')",209,2015-03-16,10425
0,"('General Category', 'General Discussion')",545,2015-03-19,27225
1,"('General Category', 'Access vendor-only forum')",1,2015-03-19,25
2,"('General Category', 'Security Discussion')",42,2015-03-19,2075
3,"('General Category', 'Product Offers')",170,2015-03-19,8475
4,"('Local forums', 'German')",30,2015-03-19,1475
5,"('Community', 'Philosophy, Economics and Justice')",6,2015-03-19,275
